MARCOS HIGHWAY;MARCOS HIWAY-PASIG;CR;2,100.00;
MARCOS HIGHWAY;MARCOS HIWAY-PASIG;RR;2,000.00;
MARCOS HIGHWAY;MARCOS HIWAY-PASIG;I;2,000.00;
N  ROXAS;E DELA PAZ-SHOE AVE;CR;1,100.00;
N  ROXAS;E DELA PAZ-SHOE AVE;RR;1,000.00;
N  ROXAS;E DELA PAZ-SHOE AVE;I;1,050.00;
OLD J. RIZAL;MARCOS HIWAY-KAGITIN;CR;900.00;
OLD J. RIZAL;MARCOS HIWAY-KAGITIN;RR;850.00;
SANTOLAN;PASIG-MARCOS HIWAY;CR;900.00;
SANTOLAN;PASIG-MARCOS HIWAY;RR;850.00;
SANTOLAN;PASIG-MARCOS HIWAY;I;900.00;
TAMBANGAN;;RR;650.00;
TAMBULI;;RR;750.00;
ALL OTHER STREETS;;RR;600.00;
ALL OTHER STREETS;;GP;100.00;
MAGHIHINTAY;;RR;700.00;
DONA BITANG;;RR;900.00;
PANGAKO;;RR;750.00;
TAYONG;PASIG-MAGHIHINTAY;CR;750.00;
TAYONG;PASIG-MAGHIHINTAY;I;750.00;
UMASA;;RR;750.00;
BARANGAY:;CONCEPCION I;;;
A DE GUZMAN;J P RIZAL-BANTAYOG;RR;700.00;
A DE GUZMAN;B BAYANAN AVE-PARANG;RR;650.00;
A DE GUZMAN;B BAYANAN AVE-PARANG;I;650.00;
A GUISIMA (A GUEVARA);J MOLINA AVE-CANDAZO;RR;650.00;
A RODRIGUEZ SUBD;;RR;600.00;
A TINIO SUBD;;RR;500.00;
BG SILANG (SHOE AVE);;RR;450.00;
BALAN BALAN;J P RIZAL-BG SILANG;RR;700.00;
BANGKAAN;;RR;600.00;
BANTAYOG;SHOE AVE-F BALTAZAR;RR;600.00;
BAYAN BAYANAN;J P RIZAL-MRKNA BDRY;CR;2,500.00;
BAYAN BAYANAN;J P RIZAL-MRKNA BDRY;RR;2,500.00;
BAYBAY;;RR;550.00;
BENEDICTO COMPOUND;;RR;800.00;
BETTER HOMES;;RR;600.00;
BULIRAN HOMES;;RR;600.00;
BUTIHIN;J P RIZAL-BANTAYOG;RR;600.00;
CANDAZO;;RR;800.00;
CEPEDA;;RR;700.00;
CEPEDA;;I;700.00;
COL DIVINO;;RR;550.00;
CONCEPCION SUBD;;RR;600.00;
COUNTRY SIDE SUBD;;RR;500.00;
E EUSTAQUIO;B BAYANAN AVE-MOLAVE;RR;600.00;
D MARIANO;;RR;500.00;
D MARIANO;;I;500.00;
J MOLINA;J P RIZAL-KATIPUNAN;RR;600.00;
E RODRIGUEZ AVE;EXEQUIEL-B BAYANAN;CR;1,100.00;
E RODRIGUEZ AVE;EXEQUIEL-B BAYANAN;RR;1,000.00;
E RODRIGUEZ AVE;EXEQUIEL-B BAYANAN;I;1,000.00;
E SANTOS;;RR;600.00;
EXEQUIEL;;RR;500.00;
G CRUZ (F BALTAZAR);;RR;600.00;
F TORRES;CEPEDA-CANDAZO;RR;600.00;
FAIRLANE SUBD;;RR;600.00;
FRIENDLY VILL 1. 2;;RR;600.00;
GOODRICH VILLAGE;;RR;600.00;
H BAUTISTA ST;BG SILANG-F BALTAZAR;RR;550.00;
H BAUTISTA ST;BG SILANG-F BALTAZAR;I;650.00;
J P RIZAL;MALAYA-KINGSWAY;CR;1,600.00;
J P RIZAL;MALAYA-KINGSWAY;RR;1,500.00;
J P RIZAL;MALAYA-KINGSWAY;I;1,500.00;
KATIPUNAN;J MOLINA AVE-7TH ST;CR;800.00;
KATIPUNAN;J MOLINA AVE-7TH ST;RR;800.00;
L DE GUZMAN;CEPEDA-B BAYANAN AVE;RR;600.00;
LADISLAW DIWA;;RR;500.00;
LAPU LAPU;J P RIZAL-BANGKAAN;RR;1,000.00;
LIBIS;;RR;300.00;
MAJESTIC SUBD;;RR;550.00;
MARIKINA GREENHEIGHTS;;RR;600.00;
MARIKIT HOMES;;RR;600.00;
ORO VISTA SUBD;;RR;600.00;
PALIPARAN SUBD;;RR;600.00;
PARALUMAN SUBD;;RR;600.00;
PARAISO;;RR;500.00;
PANGILINAN;;RR;400.00;
R SANTOS;EXEQUIEL-B BAYANAN;RR;600.00;
SAN ISIDRO VILL 1 & 2;;RR;700.00;
SIMEONA SUBD;;RR;800.00;
ST CLAIRE SUBD 1, 2, 3;;RR;700.00;
STA. TERESITA VILLAGE;;RR;700.00;
STRIP 70 SUBD;;RR;600.00;
SUMMER HOMES;;RR;500.00;
TEODORA PARK SUBD;;RR;600.00;
TORRES BUGALLON;;RR;500.00;
WANAMAKER;;RR;500.00;
TWINVILLE SUBD;;RR;500.00;
KALAW;;RR;500.00;
ALL OTHER STREETS;;RR;400.00;
ALL OTHER STREETS;;GP;100.00;
ARANETA SUBD;;RR;600.00;
CRISTINA SUBD;;RR;600.00;
BARANGAY:;CONCEPCION II;;;
BONANZA;;RR;600.00;
BONITA HOMES;;RR;500.00;
CHAMPAGNAT AVENUE;MOLAVE-BONANZA;RR;600.00;
CONCEPCION REALTY;;RR;600.00;
HACIENDA HEIGHTS SUBD;;RR;600.00;
J M PANGANIBAN;;RR;400.00;
KAHAGASAN;;RR;400.00;
KATIPUNAN;MOLAVE-CAINTA BDRY;CR;1,000.00;
KATIPUNAN;MOLAVE-CAINTA BDRY;RR;1,000.00;
LILAC;;CR;800.00;
LILAC;;RR;800.00;
MAGAT SALAMAT;;RR;400.00;
MOLAVE;KATIPUNAN-CHAMPAGNAT;CR;1,000.00;
MOLAVE;KATIPUNAN-CHAMPAGNAT;RR;1,000.00;
PANORAMA;;CR;800.00;
PANORAMA;;RR;800.00;
PIO DEL PILAR;;RR;400.00;
PURPLE;;RR;500.00;
RAINBOW;LILAC-KATIPUNAN;RR;700.00;
RANCHO ESTATE I;;RR;700.00;
RANCHO ESTATE II;;RR;700.00;
RANCHO ESTATE III;;RR;700.00;
RANCHO ESTATE IV;;RR;700.00;
SCARLET;;RR;500.00;
SSS VILLAGE I;;RR;600.00;
SSS VILLAGE II;;RR;600.00;
SSS VILLAGE III;;RR;600.00;
ALL OTHER STREETS;;RR;350.00;
ALL OTHER STREETS;;GP;100.00;
RIMVIEW PARK;;RR;330.00;
BARANGAY:;INDUSTRIAL VALLEY;;;
DON JUAN SUBD;;RR;750.00;
J A SANTOS;PRES ROXAS-QUIRINO;RR;750.00;
JUSTICE ARELLANO;PRES ROXAS-QUIRINO;RR;750.00;
JUSTICE TUAZON;PRES OSMENA-DIZON;RR;750.00;
MAYOR DIZON;MARCOS HIWAY-LAUREL;CR;850.00;
MAYOR DIZON;MARCOS HIWAY-LAUREL;RR;850.00;
MARCOS HIWAY;;CR;2,250.00;
MARCOS HIWAY;;RR;2,250.00;
M VISTA C HERMANOS I;;RR;1,250.00;
M VISTA C HERMANOS 2;;RR;1,000.00;
PRES E AGUINALDO;J P LAUREL-QUIRINO;RR;750.00;
PRES J P LAUREL;DIZON-M L QUEZON;RR;750.00;
PRES M L QUEZON;;RR;750.00;
PRES MAGSAYSAY;;RR;750.00;
PRES MARCOS;;RR;750.00;
PRES S OSMENA JR;;RR;750.00;
PRES E QUIRINO;J A SANTOS-QUEZON;RR;750.00;
PRES M ROXAS;J A SANTOS-QUEZON;RR;750.00;
SITIO OLANDES;;APD;0.00;N   -  CINCO HERMANOS SUBD II    E   -   MARIKINA RIVER   S   -   Q.C.-MARIKINA BDY (UNNAMED CREEK)  W  -   CINCO HERMANOS SUBD II
BARANGAY:;JESUS DELA PENA;;;
A BONIFACIO AVE;ST MARY-MARIKINA BRIDGE;CR;2,500.00;
A BONIFACIO AVE;ST MARY-MARIKINA BRIDGE;RR;2,500.00;
A FLORES;GEN MALVAR-L JAENA;RR;750.00;
ASUNCION;P ZAMORA-CAPT SINDO;RR;750.00;
CAPT SINDO;GEN MALVAR-BONIFACIO;RR;750.00;
GEN JULIAN;L JAENA-A BONIFACIO;RR;750.00;
GEN MALVAR;;RR;750.00;
GEN MALVAR;;I;750.00;
HALINA;L JAENA-A BONIFACIO;RR;750.00;
LAZARO;GEN MALVAR-A FLORES;RR;750.00;
LOPEZ JAENA;;CR;850.00;
LOPEZ JAENA;;RR;800.00;
LOPEZ JAENA;;I;800.00;
P ZAMORA;GEN MALVAR-BONIFACIO;RR;750.00;
PROVIDENT VILL;;RR;850.00;
ST MARY AVE;BONIFACIO-RIVERSIDE;RR;1,000.00;
TIRIGUHAN;L JAENA-A BONIFACIO;RR;750.00;
BARANGAY:;MALANDAY;;;
DAANG BAKAL (GSIS);;RR;450.00;
DR J P RIZAL;DIAMOND-AGOHO;CR;1,500.00;
DR J P RIZAL;DIAMOND-AGOHO;RR;1,500.00;
DR J P RIZAL;ROOSEVELT COLLEGE;X;1,500.00;
EMERALD VILLAGE;;RR;750.00;
FILIPINAS VILLAGE;;RR;750.00;
GUMAMELA;;RR;750.00;
LA VISTA;;RR;2,000.00;
LOYOLA GRAND VILLAS 3, 4 & 5;;RR;900.00;
LUZON;;RR;750.00;
MALAYA;;CR;900.00;
MALAYA;;RR;900.00;
MALAYA;;I;900.00;
MBLA COURT;;RR;750.00;
MBLA COURT;PARKLAND SUBD;RR;900.00;
PERPETUAL DRIVE;;RR;450.00;
ROSAL;;RR;750.00;
SAMPAGUITA ST;;RR;750.00;
SAMPAGUITA VILLAGE;;RR;750.00;
SAMPAGUITA VILLAGE;MALAYA ST;APD;0.00;"BULELAK-  MINAHAN ZIP PROJ. UP TO THE MAIN RDO. THEN SOUTHWARDS TO  MALAYA ST. UP TO J P RIZAL ST.                 E   -   J P RIZAL TO CORNER MALAYA ST. TO CORNER VISAYAS ST. THEN                          ALONG VISAYAS ST CORNER MINDANAO AND VISAYAS STS (CORNER  NEARER TO J P RIZAL ST THEN ALONG MINDANAO ST., BACK TO                          VISAYAS ST) THEN ALONG MINDANAO ST; BACK TO VISAYAS ST TO   MALAYA ST UP TO THE JUNCTION OF MINDANAO AND J P RIZAL STS                 S   -   HORIZONTAL LINE CONNECTING THE JUNCTION OF MALAYA AND J P                           RIZAL STS   W-NW  -   MARIKINA RIVER/HORIZONTAL LINE CONNECTING THE NORTHWESTERN   TIP OF ZIP PROPERTY TO MARIKINA RIVER."
SAN DIEGO CPD;;RR;850.00;
SIASOCO CPD;;RR;750.00;
STA. TERESITA VILLAGE;;RR;650.00;
VALENTINO SUBD;;RR;750.00;
VISAYA SUBD;;RR;750.00;
ALL OTHER STREETS;;GP;200.00;
SUNNY SQUARE SUBD;;RR;750.00;
BARANGAY:;MARIKINA HEIGHTS;;;
APITONG ST;CHAMPAGNAT-BALAGTAS;RR;400.00;
APITONG ST;MARIST SCH FOR BOYS;X;400.00;
BAYAN BAYANAN AVE;CONCEP BDRY-MOLAVE;CR;2,500.00;
BAYAN BAYANAN AVE;CONCEP BDRY-MOLAVE;RR;2,500.00;
BAYAN BAYANAN AVE;MOLAVE-KALAYAAN AVE;CR;1,000.00;
;;RR;1,000.00;
BAYAN BAYANAN AVE;OUR LADY SOCCOUR SCH;X;1,000.00;
BONANZA ST;;RR;700.00;
CHAMPACA ST;EAST DR-VILLA GRANDE;RR;500.00;
CHAMPAGNAT AVE;MOLAVE-BONANZA;RR;500.00;
CHAMPAGNAT AVE;MARIST SCH FOR BOYS;X;500.00;
DAO ST;B BAYANAN-WEST DRIVE;RR;400.00;
DR P VALENZUELA ST;KALAYAAN-KATIPUNAN;RR;450.00;
DR P VALENZUELA ST;KALAYAAN-KATIPUNAN;CR;450.00;
EAST DRIVE ST;KALAYAAN-TANGUILE;RR;500.00;
EAST DRIVE ST;ST SCHOLASTICA COLL;X;500.00;
F BALAGTAS AVE;NARRA-TANGUILE;RR;500.00;
IPIL ST;KATIPUNAN-J RIZAL;RR;600.00;
KATIPUNAN;KALAYAAN-MOLAVE;RR;500.00;
LA MILAGROSA SUBD;;RR;400.00;
LAKANDULA ST;KALAYAAN-MOLAVE;RR;500.00;
LIWASANG KALAYAAN;;RR;500.00;
LOPE K SANTOS ST;KALAYAAN-MOLAVE;RR;500.00;
MARIST ROAD;APITONG-CHAMPACA;RR;500.00;
MARIST SCH FOR BOYS;;X;500.00;
MARIST VILLAGE;;RR;600.00;
MOLAVE ST;KATIPUNAN-J RIZAL;CR;1,000.00;
MOLAVE ST;KATIPUNAN-J RIZAL;RR;1,000.00;
NARRA ST;B BAYANAN AVE-MOLAVE;RR;400.00;
NARRA ST;ST SCHOLASTICA COLL;X;400.00;
T BUGALLON ST;;RR;500.00;
TANGUILE ST;F BALAGTAS-CHAMPACA;RR;400.00;
VILLA GRANDE DRIVE;;RR;400.00;
WEST DRIVE;KALAYAAN-MOLAVE;RR;400.00;
WEST DRIVE;STA SCHOLASTICA COLL;X;400.00;
ALL OTHER STREETS;;RR;400.00;
ALL OTHER STREETS;;GP;200.00;
BARANGAY:;NANGKA;;;
ANASTACIA SUBD;;RR;400.00;
BAGONG SILANG;;RR;300.00;
BALUBAD;;RR;400.00;
FAIRLANE SUBD;;RR;500.00;
J P RIZAL;;CR;1,000.00;
J P RIZAL;;RR;1,000.00;
J P COMPOUND;;RR;400.00;
MABINI;;RR;400.00;
MABUHAY;MITHI-MAKABAYAN;RR;400.00;
MAKABAYAN;;RR;400.00;
MRKNA GHTS III TO IV;;RR;500.00;
MARIKINA GREENLAND I  II;;RR;700.00;
MARIKINA VILLAGE;;RR;400.00;
MIRA VERDE;;RR;600.00;
MITHI;;RR;400.00;
PERMALINE COMPOUND;;RR;400.00;
ST BENEDICT SUBD;;RR;400.00;
ST MARYS SUBD;;RR;400.00;
TIERRA VISTA SUBD;;RR;400.00;
TWIN RIVER SUBD I  II;;RR;400.00;
TWIN VILLE (HOMESITE);;RR;400.00;
ALL OTHER STREETS;;RR;400.00;
ALL OTHER STREETS;;GP;150.00;
ALL OTHER STREETS;;APD;0.00;BALUBAD, NANGKA N  -   NANGKA RIVER  E  -    BALIMBING ST      (TWIN RIVER SUBD) EXTENDING TO THE CORNER OF CAMIA ST   AND EVERLASTING ST (HOMESITE SUBD) TOWARDS MARIKINA RIVER   S  -    EXTENSION OF EVERLASTING ST (HOMESITE SUBD) TOWARDS   MARIKINA RIVER  W  -   MARIKINA RIVER
BARANGAY:;PARANG;;;
A DE GUZMAN;;RR;600.00;
A TINIO SUBD;;RR;500.00;
ANNABEL SUBD;;RR;400.00;
BAGONG SILANG;BANGKAAN-CINNABAN;RR;300.00;
BALETE DRIVE;;RR;250.00;
BALETE DRIVE;;I;250.00;
BANGKAAN ST;;RR;600.00;
BONANZA SUBD;;RR;400.00;
BOY'S TOWN COMPLEX;;GL;0.00;GOVERNMENT LAND
C M RECTO ST;PARALUMAN-BALETE DR;RR;500.00;
C M RECTO ST;;I;500.00;
CHAMPACA;C M RECTO-TANGUILE;RR;400.00;
CONSOLACION VIL;;RR;400.00;
DIEGO SILANG ST;J LUNA-G DEL PILAR;RR;300.00;
DONA AURORA ST;PARALUMAN-RODRIGUEZ;RR;500.00;
E RODRIGUEZ ST;C M RECTO-LAPU-LAPU;RR;500.00;
ECOVILLE SUBD;;RR;350.00;
DEL ROSARIO VIL;;RR;400.00;
F BALAGTAS AVE;MOLAVE-BOYS TOWN;RR;500.00;
F BALAGTAS AVE;MOLAVE-BOYS TOWN;I;500.00;
G DEL PILAR;MOLAVE-KAOLIN;RR;500.00;
GARMAN SUBD;;RR;400.00;
GEN MENEZ;MOLAVE-PARAISO;RR;400.00;
HERBOSA;;APD;0.00;BARANGAY PARANG, HERBOSA  N   -  LAPU-LAPU ST    E   -  G DEL PILAR ST   S   -  MOLAVE ST /SEVILLA ST  / PARAISO ST  W  -  PARALUMAN ST
HOMEPOINT VILLAGE;;RR;400.00;
J LUNA ST;C M RECTO-ESTATE;RR;400.00;
JEM SUBD;;RR;400.00;
JULIETA SUBD;;RR;400.00;
LA COLINA SUBD;;RR;350.00;
LAKANDULA ST;PARALUMAN-RODRIGUEZ;RR;500.00;
LAPU-LAPU ST;BANGKAAN-F BALAGTAS;CR;1,000.00;
LAPU-LAPU ST;BANGKAAN-F BALAGTAS;RR;1,000.00;
LAPU-LAPU ST;BANGKAAN-F BALAGTAS;I;1,000.00;
M TUAZON ST;;RR;500.00;
MAGSAYSAY;G DEL PILAR-BALAGTAS;RR;400.00;
MANUEL L QUEZON ST;PARALUMAN-RODRIGUEZ;RR;500.00;
METEOR HOMES;;RR;350.00;
MOLAVE;HEN LLANERA-BALAGTAS;RR;400.00;
MONTEREY SUBD;;RR;350.00;
PALARIS;;RR;400.00;
PANDAY PIRA;;RR;400.00;
PARAISO ST;BAGONG SILANG-MOLAVE;RR;400.00;
PARAISO ST;;APD;0.00;BARANGAY PARANG, HERBOSA  N   -  LAPU-LAPU ST    E   -  G DEL PILAR ST   S   -  MOLAVE ST /SEVILLA ST  / PARAISO ST  W  -  PARALUMAN ST
PARALUMAN ST;PARAISO-C M RECTO;RR;500.00;
PARANG SUBD I  II;;RR;500.00;
PARNASO;;RR;400.00;
PATERNO;G DEL PILAR-M TUAZON;RR;500.00;
PATERNO;G DEL PILAR-M TUAZON;APD;0.00;BARANGAY PARANG, HERBOSA  N   -  LAPU-LAPU ST    E   -  G DEL PILAR ST   S   -  MOLAVE ST /SEVILLA ST  / PARAISO ST  W  -  PARALUMAN ST
PILAPIL;;RR;400.00;
PINKIAN;;RR;400.00;
PERMALINE CPD;;RR;400.00;
RAHA MATANDA;;APD;0.00;BARANGAY PARANG, HERBOSA  N   -  LAPU-LAPU ST    E   -  G DEL PILAR ST   S   -  MOLAVE ST /SEVILLA ST  / PARAISO ST  W  -  PARALUMAN ST
RAHA SOLIMAN ST;J LUNA-M TUAZON;RR;400.00;
RIVERSIDE SUBD;;RR;400.00;
SANTAN;C M RECTO-CHAMPACA;RR;350.00;
SQUIBMAN SUBD;R MATANDA-G DEL PILAR;RR;400.00;
SUMULONG;;APD;0.00;BARANGAY PARANG, HERBOSA  N   -  LAPU-LAPU ST    E   -  G DEL PILAR ST   S   -  MOLAVE ST /SEVILLA ST  / PARAISO ST  W  -  PARALUMAN ST
SUNNYVILLE 1 & 2;;RR;400.00;
TANDANG SORA ST;;RR;400.00;
TWIN RIVER SUBD 2;;RR;400.00;
VICTORIA CPD;;RR;500.00;
VICTORIA HILLS;;RR;350.00;
VILLA GRANDE DRIVE;;RR;350.00;
VISTA NILA HOMES;;RR;400.00;
ZAMORA;;APD;0.00;BARANGAY PARANG, HERBOSA  N   -  LAPU-LAPU ST    E   -  G DEL PILAR ST   S   -  MOLAVE ST /SEVILLA ST  / PARAISO ST  W  -  PARALUMAN ST
ALL OTHER STREETS;;RR;350.00;
ALL OTHER STREETS;;GP;150.00;
HEN. LLANERA;MOLAVE-PARAISO;RR;400.00;
MARIKINA VILLAGE;;RR;400.00;
PARALUMAN ST;PARAISO-C M RECTO;GP;0.00;GENERAL PURPOSE
BARANGAY:;SAN ROQUE;;;
A MABINI;J P RIZAL-V GOMEZ;CR;800.00;
A MABINI;J P RIZAL-V GOMEZ;RR;800.00;
A TUAZON AVE;;CR;1,750.00;
A TUAZON AVE;;RR;1,500.00;
B STA ANA;J P RIZAL-SHOE AVE;RR;700.00;
B STA ANA;J P RIZAL-SHOE AVE;I;700.00;
CAPT MIYONG;SHOE AVE-A SANTOS;CR;700.00;
CAPT MIYONG;SHOE AVE-A SANTOS;RR;700.00;
D VICTORIANO;J P RIZAL-SHOE AVE;RR;700.00;
DIEGO SILANG;SANTISIMO-J A SANTOS;RR;700.00;
DEGUANGCO;;RR;700.00;
E DELA PAZ;J P RIZAL-V GOMEZ;CR;1,500.00;
E DELA PAZ;J P RIZAL-V GOMEZ;RR;1,500.00;
I MENDOZA;;CR;600.00;
I MENDOZA;;RR;600.00;
J A SANTOS;PRES ROXAS-SHOE AVE;RR;700.00;
J P RIZAL;N ROXAS-V GOMEZ;CR;2,000.00;
J P RIZAL;N ROXAS-V GOMEZ;RR;2,000.00;
MARCOS HIGHWAY;;CR;3,000.00;
MARIKINA EAST SUBD;;RR;900.00;
MIDTOWN MRKNA SUBD;;RR;1,000.00;
MT VIEW VILLAGE;;RR;800.00;
NEW MARIKINA SUBD;;RR;750.00;
NICANOR ROXAS;;RR;800.00;
PRES M ROXAS;J P RIZAL-N ROXAS;CR;700.00;
PRES M ROXAS;J P RIZAL-N ROXAS;RR;700.00;
PUREFOODS ROAD;;RR;700.00;
PUREFOODS ROAD;;I;700.00;
ROYAL VILLE SUBD;;RR;900.00;
SANTISIMO;SHOE AVE-J A SANTOS;RR;700.00;
SHOE AVE EXT;;RR;400.00;
SHOE AVE;;CR;2,500.00;
SHOE AVE;;RR;2,500.00;
V GOMEZ;J P RIZAL-F PAZ;CR;1,000.00;
V GOMEZ;J P RIZAL-F PAZ;RR;1,000.00;
YAMSON;SHOE AVE-SHOE AVE;RR;400.00;
ALL OTHER STREETS;;RR;400.00;
ALL OTHER STREETS;;GP;200.00;
BARANGAY:;STA. ELENA;;;
A TUAZON AVE;;CR;1,350.00;
A TUAZON AVE;;RR;1,350.00;
A TUAZON AVE;;I;1,350.00;
C S CRUZ;;RR;800.00;
CAPT VENCIONG;M CRUZ-SHOE AVE;CR;900.00;
CAPT VENCIONG;M CRUZ-SHOE AVE;RR;900.00;
CARTOS;;RR;750.00;
DANCEL;J P RIZAL-MRKNA RIVER;RR;750.00;
DANCEL;KAPT MOY-W DELA PAZ;RR;750.00;
DELA PAZ;;RR;750.00;
DEGUANGCO;;RR;750.00;
E DELA PAZ;W DELA PAZ-V GOMEZ;CR;1,650.00;
E DELA PAZ;W DELA PAZ-V GOMEZ;RR;1,650.00;
E JACINTO;P DELA PAZ-W DELA PAZ;CR;1,650.00;
E JACINTO;P DELA PAZ-W DELA PAZ;RR;1,650.00;
FLORENZO PAZ;W DELA PAZ-V GOMEZ;RR;750.00;
J P RIZAL;;CR;2,500.00;
J P RIZAL;;RR;2,500.00;
KAP MOY;J P RIZAL-F PAZ;CR;850.00;
KAP MOY;J P RIZAL-F PAZ;RR;800.00;
M CRUZ;KAP. MOY - W DELA PAZ;CR;2,000.00;
M CRUZ;KAP. MOY - W DELA PAZ;RR;2,000.00;
M CRUZ;;RR;2,000.00;
MT VIEW VILLAGE;;RR;750.00;
NEW MARIKINA SUBD;;RR;750.00;
P BURGOS;P DELA PAZ-VENCIONG;CR;1,400.00;
P BURGOS;P DELA PAZ-VENCIONG;RR;1,400.00;
P DELA PAZ;J P RIZAL-SHOE AVE;CR;1,400.00;
;;RR;1,400.00;
SAPATEROS;;RR;750.00;
SHOE AVE;;CR;2,500.00;
SHOE AVE;;RR;2,500.00;
STA. INES;;RR;750.00;
V GOMEZ;S DELA PAZ-F PAZ;RR;900.00;
W DELA PAZ;J P RIZAL-SHOE AVE;CR;2,100.00;
W DELA PAZ;J P RIZAL-SHOE AVE;RR;2,100.00;
ALL OTHER STREETS;;CR;1,250.00;
ALL OTHER STREETS;;RR;700.00;
ALL OTHER STREETS;;GP;200.00;
BARANGAY:;STO. NINO;;;
AGRICULTORES;J P RIZAL-LAZARO;RR;700.00;
AQUILINA ST;;RR;600.00;
BUENVIAJE SUBD;;RR;400.00;
DAANG BAKAL/SHOE AVE;P ANTONIO-EXEQUIEL;RR;400.00;
E DELA PAZ;DELA PAZ-VIRGINIA;CR;950.00;
E DELA PAZ;DELA PAZ-VIRGINIA;RR;850.00;
E JACINTO;P DELA PAZ-ANTONIO;CR;950.00;
E JACINTO;P DELA PAZ-ANTONIO;RR;850.00;
E RODRIGUEZ ST;P ANTONIO-EXEQUIEL;CR;1,100.00;
E RODRIGUEZ ST;P ANTONIO-EXEQUIEL;RR;1,000.00;
EXEQUIEL ST;;RR;600.00;
1ST STREET;E RODRIGUEZ-MENDOZA;RR;600.00;
J P RIZAL;P DELA PAZ-DIAMOND;CR;2,500.00;
J P RIZAL;P DELA PAZ-DIAMOND;RR;2,500.00;
LAZARO ST;P ANTONIO-VIRGINIA;RR;600.00;
M CRUZ (GEN LUNA);P DELA PAZ--AGRICULTO;CR;800.00;
M CRUZ (GEN LUNA);P DELA PAZ--AGRICULTO;RR;800.00;
MANOTOC SUBD;;RR;700.00;
MARKET VILLAGE;;RR;400.00;
MEARLE SUBD;;RR;600.00;
MENDOZA ST;;RR;600.00;
MERCADO CPD;;RR;400.00;
NILE SUBD;;RR;400.00;
NIMFA ST;V SANTOS-P ANTONIO;RR;600.00;
P ANTONIO (GUERILLA);;CR;700.00;
P ANTONIO (GUERILLA);;RR;700.00;
P BURGOS ST;P DELA PAZ-J RIZAL;CR;950.00;
P BURGOS ST;P DELA PAZ-J RIZAL;RR;850.00;
P DELA PAZ ST;J P RIZAL-SHOE AVE;CR;1,100.00;
P DELA PAZ ST;J P RIZAL-SHOE AVE;RR;1,100.00;
PALIPARAN SUBD;;RR;700.00;
