RDO:;RDO NO. 28 - NOVALICHES;;;(FORMERLY RDO NO. 30 -  NORTH QUEZON CITY);
SHORT HORN;TANDANG SORA;RR;4,000.00;;
ST DOMINIC ROAD;TANDANG SORA;RR;2,600.00;;
TERESA VILL;TANDANG SORA;RR;2,700.00;;
TOWN AND COUNTRY;TANDANG SORA;RR;3,000.00;;
VILLA SOCORRO;TANDANG SORA;RR;2,600.00;;
VILLA ARCA;TANDANG SORA;RR;3,000.00;;
VILLA CONCEPCION;TANDANG SORA;RC;12,000.00;;
VILLA LOURDES;TANDANG SORA;RC;10,000.00;;
ALL OTHER STREETS;TANDANG SORA;RR;2,600.00;;
TOWNHOUSE   (CCT);TANDANG SORA;RC;10,000.00;;
CONDOMINIUM;TANDANG SORA;RC;15,000.00;;
CONDOMINIUM;TANDANG SORA;CC;18,000.00;;
MALIGAYA PARK;TANDANG SORA;APD;APD NO. 41;;
PEMA CMPD, STA ELENA;TANDANG SORA;APD;APD NO. 42;;
SAN JOSE, GSIS VILL;TANDANG SORA;APD;APD NO. 43;;
SHORT HORN, DARIO RIVER;TANDANG SORA;APD;APD NO. 44;;
BARANGAY:;BALINGASA;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;2ND REV. ZV/SQ.M.;;
A BONIFACIO;BALINTAWAK;CR;10,000.00;;
A BONIFACIO;BALINTAWAK;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
AQUINO CRUZ;BALINTAWAK;RR;2,600.00;;
BALINGASA;BALINTAWAK;RR;2,600.00;;
BALINGASA;BALINTAWAK;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
DADIANGAS;BALINTAWAK;RR;2,600.00;;
EDSA;BALINTAWAK;CR;13,000.00;;
EVERWEALTH REALTY;BALINTAWAK;RR;2,600.00;;
G ARANETA;BALINTAWAK;RR;5,000.00;;
G ARANETA;BALINTAWAK;I;6,000.00;;
G ARANETA;BALINTAWAK;CR;7,500.00;;
JOY;BALINTAWAK;RR;2,600.00;;
M VIOLA;BALINTAWAK;RR;2,600.00;;
MARVEX;BALINTAWAK;RR;2,600.00;;
MY HOMES PHASE II;BALINTAWAK;RC;10,000.00;;
PAG-IBIG SA NAYON;BALINTAWAK;RR;2,600.00;;
PINEDA COMPOUND;BALINTAWAK;RR;2,600.00;;
QUIRINO HIGHWAY;BALINTAWAK;RR;3,000.00;;
QUIRINO HIGHWAY;BALINTAWAK;CR;5,000.00;;
QUIRINO HIGHWAY;BALINTAWAK;I;4,000.00;;
REMAR;BALINTAWAK;RR;2,600.00;;
ROMAN VILLE;BALINTAWAK;RR;2,600.00;;
SAMSON ROAD (APD NO. 11);BALINTAWAK;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
SGT. RIVERA;BALINTAWAK;RR;2,600.00;;
ST LOUIS COMPOUND;BALINTAWAK;RR;2,600.00;;
STO DOMINGO;BALINTAWAK;RR;2,600.00;;
VENTURA;BALINTAWAK;RR;2,600.00;;
VILLA ARCA;BALINTAWAK;RR;2,600.00;;
ALL OTHER STREETS;BALINTAWAK;RR;2,600.00;;
TOWNHOUSE   (CCT);BALINTAWAK;RC;10,000.00;;
CONDOMINIUM;BALINTAWAK;RC;15,000.00;;
CONDOMINIUM;BALINTAWAK;CC;18,000.00;;
BARANGAY:;BALONG BATO;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;2ND REV. ZV/SQ.M.;;
COLLEGE VIEW;BALINTAWAK;RR;1,500.00;;
LELAND DRIVE;BALINTAWAK;RR;2,300.00;;
PASCUAL;BALINTAWAK;RR;1,500.00;;
VIC MARIE CPC;BALINTAWAK;RR;1,500.00;;
QUIRINO HIGHWAY;BALINTAWAK;RR;4,000.00;;
QUIRINO HIGHWAY;BALINTAWAK;I;5,000.00;;
QUIRINO HIGHWAY;BALINTAWAK;CR;7,500.00;;
BAESA;BALINTAWAK;RR;1,500.00;;
FLAME ROAD;BALINTAWAK;RR;1,500.00;;
PALM ROAD;BALINTAWAK;RR;1,500.00;;
NARRA ROAD;BALINTAWAK;RR;1,500.00;;
GLATEMALA;BALINTAWAK;RR;1,500.00;;
CALLE TANICE;BALINTAWAK;RR;1,500.00;;
ALL OTHER STREETS;BALINTAWAK;RR;1,500.00;;
TOWNHOUSE   (CCT);BALINTAWAK;RC;10,000.00;;
CONDOMINIUM;BALINTAWAK;RC;15,000.00;;
CONDOMINIUM;BALINTAWAK;CC;18,000.00;;
BALONG BATO (APD NO. 46);BALINTAWAK;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ROCKVILLE;BALINTAWAK;RR;1,500.00;;
BARANGAY:;BUNGAD;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;2ND REV. ZV/SQ.M.;;
AGUILAR;DEL MONTE;RR;2,300.00;;
BALER;DEL MONTE;RR;2,300.00;;
BALER;DEL MONTE;I;3,000.00;;
BAYAYA;DEL MONTE;RR;2,300.00;;
FULGENCIO;DEL MONTE;RR;2,300.00;;
GUZMAN COURT;DEL MONTE;RR;2,300.00;;
JUDGE J LUNA;DEL MONTE;RR;2,300.00;;
KALAWAG;DEL MONTE;RR;2,300.00;;
KALAWAG;DEL MONTE;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
LILIBETH;DEL MONTE;RR;2,300.00;;
MORQUICILLO;DEL MONTE;RR;2,300.00;;
M H DEL PILAR;DEL MONTE;RR;2,300.00;;
MILLER;DEL MONTE;RR;2,300.00;;
MOORE;DEL MONTE;RR;2,300.00;;
PILAR;DEL MONTE;RR;2,300.00;;
REST HAVEN;DEL MONTE;RR;2,300.00;;
ROBINA;DEL MONTE;RR;2,300.00;;
SANCHEZ;DEL MONTE;RR;2,300.00;;
SUPNET;DEL MONTE;RR;2,300.00;;
VICTORIA HILLS;DEL MONTE;RR;2,300.00;;
VILLEGAS;DEL MONTE;RR;2,300.00;;
WEST AVENUE;DEL MONTE;RR;7,500.00;;
WEST AVENUE;DEL MONTE;CR;13,000.00;;
ALL OTHER STREETS;DEL MONTE;RR;2,300.00;;
TOWNHOUSE   (CCT);DEL MONTE;RC;10,000.00;;
CONDOMINIUM;DEL MONTE;RC;15,000.00;;
CONDOMINIUM;DEL MONTE;CC;18,000.00;;
BLOCK 17 (APD NO. 56);DEL MONTE;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
BARANGAY:;COMMONWEALTH;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;2ND REV. ZV/SQ.M.;;
ALEMARS;CAPITOL;RR;1,800.00;;
DON JOSE SUBD;CAPITOL;RR;1,800.00;;
DONA CARAMONA;CAPITOL;RR;1,800.00;;
DON M MARCOS AVE;CAPITOL;CR;9,000.00;;
DONA ANGELA SUBD;CAPITOL;RR;1,500.00;;
GOMEZ VILLE SUBD;CAPITOL;RR;1,400.00;;
IDEAL SUBD;CAPITOL;RR;1,500.00;;
COMMONWEALTH HGT.;CAPITOL;RR;2,300.00;;
JORDAN PARK;CAPITOL;RR;1,800.00;;
DONA JUANA SUBD;CAPITOL;RR;1,400.00;;
BANKERS VILLAGE;CAPITOL;RR;1,400.00;;
LA UNICA HIJA;CAPITOL;RR;1,400.00;;
AMLAC;CAPITOL;RR;1,400.00;;
TOFEMI;CAPITOL;RR;1,400.00;;
COUNTRY SIDE VILL;CAPITOL;RR;1,400.00;;
JOYOUS HTS SUBD;CAPITOL;RR;1,400.00;;
EMPIREVIEW SUBD.;CAPITOL;RR;1,400.00;;
PAYATAS ESTATE;CAPITOL;GP;450.00;;
ALL OTHER SUBDIVISION;CAPITOL;RR;1,400.00;;
ALL OTHER SUBDIVISION;CAPITOL;GP;450.00;;
TOWNHOUSE   (CCT);CAPITOL;RC;10,000.00;;
CONDOMINIUM;CAPITOL;RC;15,000.00;;
CONDOMINIUM;CAPITOL;CC;18,000.00;;
BARANGAY:;CULIAT;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;2ND REV. ZV/SQ.M.;;
MILTON HILL;TANDANG SORA;RR;3,000.00;;
UNION VILLAGE;TANDANG SORA;RR;3,000.00;;
HALILI;TANDANG SORA;RR;3,000.00;;
SABANIA;TANDANG SORA;RR;3,000.00;;
SAN ANTONIO;TANDANG SORA;RR;3,000.00;;
GLORIA III;TANDANG SORA;RR;3,000.00;;
K SQUARE;TANDANG SORA;RR;3,000.00;;
VIOLAGO;TANDANG SORA;RR;3,000.00;;
ANDALUCIA;TANDANG SORA;RR;3,000.00;;
MIRANDA;TANDANG SORA;RR;3,000.00;;
DON M MARCOS AVE;TANDANG SORA;CR;8,500.00;;
DON M MARCOS AVE;TANDANG SORA;RR;7,500.00;;
DONA FAUSTINA SUBD;TANDANG SORA;RR;2,300.00;;
VILLA FIRENZE SUBD;TANDANG SORA;RR;2,300.00;;
KALAW HILL SUBD;TANDANG SORA;RR;3,000.00;;
MIRANILA SUBD;TANDANG SORA;RR;2,300.00;;
SANVILLE 1 2 3 4 5;TANDANG SORA;RR;3,000.00;;
ST DOMINIC IV;TANDANG SORA;RR;2,300.00;;
TIERRA BELLA;TANDANG SORA;RR;2,700.00;;
INTERVILLE SUBD;TANDANG SORA;RR;3,000.00;;
SADEL COURT;TANDANG SORA;RR;3,000.00;;
RIGEL HOMES;TANDANG SORA;RR;3,000.00;;
LEDESMA COURT;TANDANG SORA;RR;2,300.00;;
TIERRA PURA;TANDANG SORA;RR;2,700.00;;
TIERRA VERDE SUBD;TANDANG SORA;RR;3,000.00;;
UP PROF SUBD;TANDANG SORA;RR;2,300.00;;
METRO HGTS SUBD;TANDANG SORA;RR;3,000.00;;
K VILLE SUBD;TANDANG SORA;RR;3,000.00;;
ALL OTHER SUBDIVISION;TANDANG SORA;RR;3,000.00;;
ALL OTHER SUBDIVISION;TANDANG SORA;GP;450.00;;
TOWNHOUSE   (CCT);TANDANG SORA;RC;10,000.00;;
CONDOMINIUM;TANDANG SORA;RC;15,000.00;;
CONDOMINIUM;TANDANG SORA;CC;18,000.00;;
EMBASSY TERRACE HOMES;TANDANG SORA;RC;9,000.00;;
WILSON VILE;TANDANG SORA;RR;2,300.00;;
CENACLE DRIVE TOWNHOMES;TANDANG SORA;RC;10,000.00;;
SARMIENTO TOWNHOUSES;TANDANG SORA;RC;10,000.00;;
TIERRA EVELINE;TANDANG SORA;RR;2,300.00;;
WIND GATE VILLA;TANDANG SORA;RC;10,000.00;;
CAPITOL SITE (APD 59);TANDANG SORA;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
BARANGAY:;DAMAR VILLAGE;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;2ND REV. ZV/SQ.M.;;
DADIANGAS;BALINTAWAK;RR;4,500.00;;
DAET;BALINTAWAK;RR;4,500.00;;
DAMALICAN;BALINTAWAK;RR;4,500.00;;
DAMAR LOOP;BALINTAWAK;RR;4,500.00;;
DAMORTIS;BALINTAWAK;RR;4,500.00;;
DAMPOL;BALINTAWAK;RR;4,500.00;;
DANGCALAN;BALINTAWAK;RR;4,500.00;;
MARVEX DRIVE;BALINTAWAK;RR;4,500.00;;
MARVEX DRIVE;BALINTAWAK;I;6,000.00;;
SGT RIVERA;BALINTAWAK;RR;4,500.00;;
SGT RIVERA;BALINTAWAK;I;6,000.00;;
ALL OTHER STREETS;BALINTAWAK;RR;4,500.00;;
TOWNHOUSE   (CCT);BALINTAWAK;RC;10,000.00;;
CONDOMINIUM;BALINTAWAK;RC;15,000.00;;
CONDOMINIUM;BALINTAWAK;CC;18,000.00;;
BARANGAY:;DAMAYAN;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;2ND REV. ZV/SQ.M.;;
ARANETA AVENUE;DEL MONTE;RR;5,000.00;;
ARANETA AVENUE;DEL MONTE;CR;7,500.00;;
ARANETA AVENUE;DEL MONTE;I;6,000.00;;
ALHAMBRA;DEL MONTE;RR;1,800.00;;
BASINILLA;DEL MONTE;RR;1,800.00;;
CARAGAY;DEL MONTE;RR;1,800.00;;
DEL MONTE AVENUE;DEL MONTE;CR;9,000.00;;
DEL MONTE AVENUE;DEL MONTE;I;6,000.00;;
DEL MONTE AVENUE;DEL MONTE;RR;5,000.00;;
F ZAMORA;DEL MONTE;RR;1,800.00;;
FABELLARE;DEL MONTE;RR;1,800.00;;
FELIPE II;DEL MONTE;RR;1,800.00;;
FLORES DE MAYO;DEL MONTE;RR;1,800.00;;
GENETA;DEL MONTE;RR;1,800.00;;
PADILLA;DEL MONTE;RR;1,800.00;;
PEDRO BAUTISTA;DEL MONTE;RR;1,800.00;;
ROAD LOT 12;DEL MONTE;RR;1,800.00;;
SAN VICENTE;DEL MONTE;RR;1,800.00;;
SANTOS;DEL MONTE;RR;1,800.00;;
A UMALI;DEL MONTE;RR;1,800.00;;
WILSON;DEL MONTE;RR;1,800.00;;
ROOSEVELT AVENUE;DEL MONTE;CR;9,000.00;;
ROOSEVELT AVENUE;DEL MONTE;I;6,000.00;;
ROOSEVELT AVENUE;DEL MONTE;RR;4,500.00;;
ALL OTHER STREETS;DEL MONTE;RR;1,500.00;;
TOWNHOUSES  (CCT);DEL MONTE;RC;10,000.00;;
CONDOMINIUM;DEL MONTE;RC;15,000.00;;
CONDOMINIUM;DEL MONTE;CC;18,000.00;;
DASAYAN;DEL MONTE;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
JUDGE J LUNA;DEL MONTE;RR;2,300.00;;
BARANGAY:;DEL MONTE;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;2ND REV. ZV/SQ.M.;;
APOLLO;DEL MONTE;RR;1,800.00;;
BALER;DEL MONTE;RR;5,000.00;;
BALER;DEL MONTE;I;6,000.00;;
BALER;DEL MONTE;CR;7,500.00;;
DEL MONTE AVENUE;DEL MONTE;CR;9,000.00;;
DEL MONTE AVENUE;DEL MONTE;RR;5,000.00;;
DEL MONTE AVENUE;DEL MONTE;I;6,000.00;;
ELIQUINO;DEL MONTE;RR;1,800.00;;
FELIPE LONSECO;DEL MONTE;RR;1,800.00;;
FLORENCIA;DEL MONTE;RR;1,800.00;;
GEN WOOD;DEL MONTE;RR;1,800.00;;
KENTUCKY;DEL MONTE;RR;1,800.00;;
LINCOLN;DEL MONTE;RR;1,800.00;;
MANALO;DEL MONTE;RR;1,800.00;;
MARINDUQUE;DEL MONTE;RR;1,800.00;;
NAVARETTE;DEL MONTE;RR;1,800.00;;
OSMENIA;DEL MONTE;RR;1,800.00;;
PAT SENADOR;DEL MONTE;RR;1,800.00;;
PITIMINI;DEL MONTE;RR;1,800.00;;
ROOSEVELT;DEL MONTE;CR;9,000.00;;
ROOSEVELT;DEL MONTE;RR;7,500.00;;
SAN ANTONIO;DEL MONTE;RR;2,100.00;;
SAN PEDRO;DEL MONTE;RR;1,800.00;;
SANTIAGO;DEL MONTE;RR;2,100.00;;
SANTIAGO;DEL MONTE;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
TENNESSEE;DEL MONTE;RR;1,800.00;;
TEXAS;DEL MONTE;RR;2,100.00;;
TOLENTINO;DEL MONTE;RR;2,100.00;;
VALENCIA;DEL MONTE;RR;1,800.00;;
WEST RIVERSIDE;DEL MONTE;RR;1,800.00;;
WEST RIVERSIDE;DEL MONTE;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ALL OTHER STREETS;DEL MONTE;RR;1,800.00;;
TOWNHOUSE   (CCT);DEL MONTE;RC;10,000.00;;
CONDOMINIUM;DEL MONTE;RC;15,000.00;;
CONDOMINIUM;DEL MONTE;CC;18,000.00;;
BALER TOWNHOUSE;DEL MONTE;RC;10,000.00;;
FLORENCE COURT;DEL MONTE;RC;10,000.00;;
BARANGAY:;FAIRVIEW;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;2ND REV. ZV/SQ.M.;;
ASTER;CAPITOL;RR;1,800.00;;
B C REGALADO;CAPITOL;RR;3,000.00;;
B C REGALADO;CAPITOL;CR;5,000.00;;
BEL AIR;CAPITOL;RR;1,800.00;;
BICAYNE;CAPITOL;RR;1,800.00;;
BUICK;CAPITOL;RR;1,800.00;;
BULOVA;CAPITOL;RR;1,800.00;;
CARNATION;CAPITOL;RR;1,800.00;;
CEDAN;CAPITOL;RR;1,800.00;;
CHELSEA;CAPITOL;RR;1,800.00;;
CHESTNUT;CAPITOL;RR;1,800.00;;
COLT;CAPITOL;RR;1,800.00;;
COMMONWEALTH;CAPITOL;CR;6,000.00;;
(DON M MARCOS AVE);CAPITOL;RR;4,000.00;;
CONSUL;CAPITOL;RR;1,800.00;;
CORONET;CAPITOL;RR;1,800.00;;
CORVETTE;CAPITOL;RR;1,800.00;;
DAHLIA AVENUE;CAPITOL;RR;1,800.00;;
DAISY;CAPITOL;RR;1,800.00;;
DATSUN;CAPITOL;RR;1,800.00;;
ELGIN;CAPITOL;RR;1,800.00;;
FAIRLANE;CAPITOL;RR;1,800.00;;
FALCON;CAPITOL;RR;1,800.00;;
FERRARI;CAPITOL;RR;1,800.00;;
HILLMAN;CAPITOL;RR;1,800.00;;
HOLDEN;CAPITOL;RR;1,800.00;;
HUNTER;CAPITOL;RR;1,800.00;;
IMPALA;CAPITOL;RR;1,800.00;;
JAGUAR;CAPITOL;RR;1,800.00;;
LILAC;CAPITOL;RR;1,800.00;;
LOTUS;CAPITOL;RR;1,800.00;;
LYRIC;CAPITOL;RR;1,800.00;;
MAGNOLIA;CAPITOL;RR;1,800.00;;
MALIBU;CAPITOL;RR;1,800.00;;
MAPLE;CAPITOL;RR;1,800.00;;
MUSTANG;CAPITOL;RR;1,800.00;;
OAK;CAPITOL;RR;1,800.00;;
OMEGA;CAPITOL;RR;1,800.00;;
ORCHID;CAPITOL;RR;1,800.00;;
OXFORD;CAPITOL;RR;1,800.00;;
PINE;CAPITOL;RR;1,800.00;;
PONTIAC;CAPITOL;RR;1,800.00;;
RADO;CAPITOL;RR;1,800.00;;
RAMBLER;CAPITOL;RR;1,800.00;;
REDWOOD;CAPITOL;RR;1,800.00;;
REGALADO AVE;CAPITOL;RR;3,000.00;;
REGALADO AVE;CAPITOL;CR;5,000.00;;
ROLEX;CAPITOL;RR;1,800.00;;
ROSE;CAPITOL;RR;1,800.00;;
TIMEX;CAPITOL;RR;1,800.00;;
TULIP;CAPITOL;RR;1,800.00;;
VALIANT;CAPITOL;RR;1,800.00;;
VICEROY;CAPITOL;RR;1,800.00;;
WALNUT;CAPITOL;RR;1,800.00;;
ALL OTHER STREETS;CAPITOL;RR;1,800.00;;
TOWNHOUSE  (CCT);CAPITOL;RC;10,000.00;;
CONDOMINIUM;CAPITOL;RC;15,000.00;;
CONDOMINIUM;CAPITOL;CC;18,000.00;;
LLANAR TOWNHOMES (CCT);CAPITOL;RC;10,000.00;;
BARANGAY:;GINTONG SILAHIS;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;2ND REV. ZV/SQ.M.;;
A BONIFACIO;SAN JOSE;CR;10,000.00;;
A BONIFACIO;SAN JOSE;RR;4,000.00;;
ANGELO;SAN JOSE;RR;2,700.00;;
BINUANG;SAN JOSE;RR;2,700.00;;
GEN TINIO;SAN JOSE;RR;2,700.00;;
IPO;SAN JOSE;RR;2,700.00;;
LUNAS;SAN JOSE;RR;2,700.00;;
MAGNAS;SAN JOSE;RR;2,700.00;;
MALAYA;SAN JOSE;RR;2,700.00;;
MALINDANG;SAN JOSE;RR;2,700.00;;
MAYON;SAN JOSE;CR;6,000.00;;
MAYON;SAN JOSE;RR;4,500.00;;
MORONG;SAN JOSE;RR;2,700.00;;
MAKAT;SAN JOSE;RR;2,700.00;;
BINHAGAN;SAN JOSE;RR;2,700.00;;
BALAIT;SAN JOSE;RR;2,700.00;;
AGUDO;SAN JOSE;RR;2,700.00;;
ALL OTHER STREETS;SAN JOSE;RR;2,700.00;;
TOWNHOUSE   (CCT);SAN JOSE;RC;10,000.00;;
CONDOMINIUM;SAN JOSE;RC;15,000.00;;
CONDOMINIUM;SAN JOSE;CC;18,000.00;;
BARANGAY:;GULOD;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;2ND REV. ZV/SQ.M.;;
CHUIDIAN;SAN BARTOLOME;RR;1,800.00;;
DE GUZMAN SUBD;SAN BARTOLOME;RR;1,800.00;;
FOREST HILLS;SAN BARTOLOME;RR;2,300.00;;
MENREY VILL;SAN BARTOLOME;RR;1,800.00;;
MINISTER;SAN BARTOLOME;RR;1,500.00;;
PACE REALTY;SAN BARTOLOME;RR;1,800.00;;
QUIRINO HIWAY;SAN BARTOLOME;RR;3,000.00;;
QUIRINO HIWAY;SAN BARTOLOME;CR;7,500.00;;
