MAHARLIKA SUBD.;;RR;600.00;;
GRAND VALLEY (CITIZEN,CARIBE);;RR;600.00;;
CATALINA (MISSION HILLS);;RR;600.00;;
ALL OTHER STREETS;;RR;600.00;;
ALL OTHER STREETS;;I;900.00;;
ALL OTHER STREETS;;GP;250.00;;
CITY/MUNICIPALITY:;ANGONO;;;;
BARANGAY:;SAN ISIDRO;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
QUEZON AVE;TAYTAY-ANGONO-INC;RR;1,500.00;;
QUEZON AVE;INC-ANGONO-BINAGNONAN;RR;2,000.00;;
AURORA SUBD.;QUEZON AVE-MACOPA;RR;800.00;;
AURORA SUBD.;MACOPA-MANGA;RR;600.00;;
AURORA SUBD.;MANGA-SEASHORE;RR;150.00;;
RICHMOND SUBD;;RR;1,000.00;;
RAINBOW SUBD;GRAY - YELLOW;RR;700.00;;
RAINBOW SUBD;YELLOW - GREEN;RR;300.00;;
RAINBOW SUBD;GREEN - SEASHORE;RR;150.00;;
SUNSTRIP;;RR;800.00;;
VENUS COMPOUND;;RR;600.00;;
SAN LORENZO VILLAGE;;RR;300.00;;
GO PIAO VILLAGE;;RR;300.00;;
PLEASANT HOMES;;RR;800.00;;
HOME POINT VILLAGE;;RR;800.00;;
MERCEDES COMPOUND;;RR;800.00;;
SAN MARTIN;;RR;800.00;;
NIEVES HILLS;;RR;800.00;;
SUNRISE SUBD.;;RR;700.00;;
VILLA GLORIA;;RR;1000.00;;
ARVEEMAR (ANDROMEDA);;RR;700.00;;
TWIN HILLS;;RR;700.00;;
LAKE VIEW;;RR;700.00;;
BORROUGH SUBD;;RR;700.00;;
CONSTELLATION;;RR;700.00;;
COSY HOMES;;RR;700.00;;
MEDALVA VILLAGE;;RR;700.00;;
LUXURY VILLA;;RR;700.00;;
HILLSDALE;;RR;700.00;;
TRINIDAD HILLTOP VILLAGE;;RR;700.00;;
LABRADOR REALTY;;RR;700.00;;
VILLAGE EAST;;RR;700.00;;
ALL OTHER SUBDIVISIONS;;RR;700.00;;
ALL OTHER STREETS;;GP;250.00;;
CITY/MUNICIPALITY:;ANGONO;;;;
BARANGAY:;SAN PEDRO;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
QUEZON AVENUE;;CR;2,000.00;;
QUEZON AVENUE;;RR;1,000.00;;
E. DELA PAZ ST;;CR;1,000.00;;
E. DELA PAZ ST;;RR;800.00;;
B. GUIDO, SUMULONG & DELA PAZ;;RR;500.00;;
BLOOMINGDALE SUBD.;;RR;600.00;;
CITY/MUNICIPALITY:;ANGONO;;;;
BARANGAY:;SAN ROQUE;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
QUEZON AVENUE;;RR;2,000.00;;
QUEZON AVENUE;;CR;2,000.00;;
D. AURORA ST.;;RR;800.00;;
CAPT. BLAS ST;;RR;1,000.00;;
CAPT. BLAS ST;;CR;1,000.00;;
MANILA EASTROAD;;RR;1,500.00;;
MANILA EASTROAD;;CR;1,500.00;;
D. JUSTA GUIDO I;;RR;600.00;;
D. JUSTA GUIDO II;;RR;600.00;;
JERALD SUBD (UNAMONTE);;RR;300.00;;
VILLAGE EAST II;;RR;600.00;;
ALL OTHER STREETS;;GP;250.00;;
CITY/MUNICIPALITY:;ANGONO;;;;
BARANGAY:;SAN VICENTE;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
E. RODRIGUEZ;GARCIA-GRACERA;RR;500.00;;
E. RODRIGUEZ;GRACERA-SEASHORE;RR;500.00;;
D. NIEVES ST;GARCIA-GRACERA;RR;400.00;;
D. NIEVES ST;GRACERA-SEASHORE;RR;400.00;;
ALL LANDS;ALONG SEASHORE;GP;150.00;;
CITY/MUNICIPALITY:;ANGONO;;;;
BARANGAY:;STO. NIÑO;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
QUEZON AVENUE;;RR;2,000.00;;
QUEZON AVENUE;;CR;2,000.00;;
E. RODRIGUEZ;;RR;600.00;;
D. NIEVES ST.;;RR;600.00;;
PLEASANT HOMES SUBD;;RR;600.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;BAGUMBAYAN;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
APFMBAI;;RR;2,000.00;;
EASTVILLE;;RR;2,000.00;;
FILINVEST HOMES;;RR;2,000.00;;
KATARUNGAN VILL.;;RR;2,000.00;;
FEU SUBD.;;RR;1,500.00;;
MAHOGANY PARK;;RR;1,500.00;;
PAULITA GENER;;RR;1,500.00;;
ALL OTHER STREETS;;RR;1,500.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;BALANTI;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
ADELINA HOMES;;RR;1,500.00;;
BALANTI (PROV. SUBD.);;RR;1,000.00;;
FINASIA HOMES;;RR;1,500.00;;
FRANCISCA HOMES;;RR;1,500.00;;
GENESIS HOMES;;RR;1,500.00;;
GOLDEN MILE;;RR;1,500.00;;
GRANDE VALLE;;RR;1,500.00;;
GREEN ACRES;;RR;1,500.00;;
J.B. BAUTISTA CMPD;;RR;1,500.00;;
J.E. CMPD;;RR;1,500.00;;
MARCOS HIGHWAY;UNIWIDE-ANTPLO BDRY;CR;10,000.00;;
MARCOS HIGHWAY;UNIWIDE-ANTPLO BDRY;RR;10,000.00;;
MAYAMOT;;RR;1,500.00;;
PASCO CMPD.;;RR;1,500.00;;
ROOSEVELT PARKS;;RR;1,500.00;;
ST. DOMINIC;;RR;1,000.00;;
ST. GREGORY SUBD.;;RR;1,000.00;;
SUMULONG HIGHWAY;MRKNA - ANTIPOLO;RR;7,000.00;;
SUMULONG HIGHWAY;MRKNA - ANTIPOLO;CR;7,000.00;;
UE SUBD.;;RR;1,000.00;;
ALL OTHER STREETS;;RR;1,000.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;BATONG DALIG;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
BROOKSIDE HILLS;;RR;2,000.00;;
PARKPLACE;;RR;2,000.00;;
VALLEY VIEW EXEC.;;RR;2,000.00;;
ALL OTHER STREETS;;RR;2,000.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;BULAO;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
BROOKSIDE HILLS SUBD.;;RR;2,000.00;;
PARKPLACE;;RR;2,000.00;;
VISTA VERDE COUNTRY HOMES;;RR;2,000.00;;
ALL OTHER STREETS;;RR;2,000.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;KABABAN;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
GREENLAND SUBD.;;RR;2,000.00;;
LUNA JAVIER CMPD.;;RR;1,000.00;;
MAXIM COMPOUND;;RR;1,000.00;;
ALL OTHER STREETS;;RR;1,000.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;KAWAYAN;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
URBAN POOR;;RR;500.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;LIBIS;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
GREENWOODS SUBD.;;RR;2,000.00;;
ALL OTHER STREETS;;RR;2,000.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;MAPANDAN;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
APPLE VILLAGE;;RR;2,000.00;;
IGOROT VILLAGE;;RR;1,500.00;;
PALMERA HOMES;;RR;2,000.00;;
RIDGEMONT SUBD.;;RR;2,000.00;;
STA. MARTHAS SUBD;;RR;2,000.00;;
SUBURBAN SUBD;;RR;2,000.00;;
VALLEY GOLF SUBD. (VIEW EXEC VILL);;RR;2,000.00;;
ALL OTHER STREETS;;RR;1,500.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;MAYAMOT;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
BALANTI SUBD. (MUN.);;RR;1,500.00;;
ST. DOMINIC SUBD.;;RR;1,300.00;;
ALL OTHER STREETS;;RR;1,500.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;NAGKRUS;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
COSTA VILLA;;RR;2,000.00;;
MIDTOWN SUBD;;RR;1,500.00;;
ORTIGAS AVE.;;RR;10,000.00;;
ORTIGAS AVE.;;CR;10,000.00;;
ST. JOSEPH SUBD.;;RR;1,500.00;;
VILLARICA SUBD.;;RR;1,500.00;;
ALL OTHER STREETS;;GP;500.00;;
ALL OTHER STREETS;;RR;1,500.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;NAGPATONG;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
APPLE VILLAGE;;RR;2,000.00;;
EASTER HEIGHTS;;RR;2,000.00;;
VALLEY GOLF SUBD.;;RR;2,000.00;;
VALLEY VIEW EXEC.;;RR;2,000.00;;
ALL OTHER STREETS;;RR;2,000.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;PAGSANJAN;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
FELIX AVE.;MARCOS HWAY-PASIG,CAINTA GREENPARK;CR;7,000.00;;
FELIX AVE.;MARCOS HWAY-PASIG,CAINTA GREENPARK;RR;7,000.00;;
FELIX AVE.;PASIG GREENPARK-KASIBULAN;CR;7,000.00;;
FELIX AVE.;PASIG GREENPARK-KASIBULAN;RR;7,000.00;;
FILINVEST HOMES;;RR;2,000.00;;
KASIBULAN VILLAGE II;;RR;2,000.00;;
PASIG GREEN PARKS HOMES;;RR;2,000.00;;
VILLAGE EAST;;RR;2,000.00;;
VISTA VERDE;;RR;2,000.00;;
ALL OTHER STREETS;;RR;2,000.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;SAN ANDRES;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
A. LUNA ST.;;RR;1,000.00;;
A. MABINI ST.;;RR;1,000.00;;
EMERALD CMPD.;;RR;1,000.00;;
J. BASIG ST.;;RR;1,000.00;;
J. BUENVIAJE ST;;RR;1,000.00;;
LACANIENTA ST.;;RR;1,000.00;;
LANEVILLE;;RR;1,500.00;;
MADERA HOMES;;RR;1,500.00;;
MADONNA HOMES;;RR;1,500.00;;
MENDOZA ST;;RR;1,000.00;;
M.L. QUEZON ST.;;RR;1,000.00;;
MIDTOWN SUBD.;;RR;1,500.00;;
PAROLA ST.;;RR;1,000.00;;
RIZAL ST.;;RR;1,000.00;;
SUMMER GREEN;;RR;1,500.00;;
ST. ANDREW SUBD.;;RR;1,000.00;;
TEACHERS VILL.;;RR;1,000.00;;
VENICA HOMES;;RR;1,500.00;;
ALL OTHER STREETS;;RR;1,000.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;SAN ISIDRO;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
TOWN & COUNTRY SUBD;;RR;2,000.00;;
ALL OTHER SUBDIVISIONS;;RR;2,000.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;SAN JOSE;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
A PRIME CMPD.;;RR;1,500.00;;
DM COMPD;;RR;1,500.00;;
FELIX SUBD.;;RR;800.00;;
HARAP NG SIMBAHAN;;RR;1,000.00;;
MAXIMS CMPD.;;RR;1,000.00;;
MIDTOWN SUBD.;;RR;1,500.00;;
PABTON VILLE;;RR;1,500.00;;
ROD-FER II;;RR;1,500.00;;
VILLA ESTELA;;RR;1,500.00;;
4711 HEIGHTS;;RR;1,000.00;;
ALL OTHER STREETS;;RR;800.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;SAN JUAN;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
ESPIRITU CMPD;;RR;1,000.00;;
GEN. RICARTE ST. (MRR);;RR;600.00;;
GREENLAND SUBD.;;RR;2,000.00;;
JAVIER ST.;;RR;1,000.00;;
MIDLAND SUBD.;;RR;1,500.00;;
ORTIGAS AVENUE;;CR;10,000.00;;
ORTIGAS AVENUE;;RR;10,000.00;;
ROBES ST.;;RR;1,000.00;;
SAN JUAN HEIGHTS;;RR;1,000.00;;
SAN JUAN ST.;;RR;1,000.00;;
SITIO VICTORIA (MRR);;RR;600.00;;
ST. ANTHONY SUBD.;;RR;1,200.00;;
ST. FRANCIS SUBD.;;RR;2,000.00;;
ALL OTHER STREETS;;RR;600.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;SAN ROQUE;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
BONIFACIO AVE.;M.H. DEL PILAR- SAN JUAN BRIDGE;CR;6,000.00;;
BONIFACIO AVE.;M.H. DEL PILAR- SAN JUAN BRIDGE;RR;6,000.00;;
BONIFACIO AVE.;SAN JUAN BRIDGE-TAYTAY BDRY;RR;6,000.00;;
BONIFACIO AVE.;;CR;6,000.00;;
DA COMPOUND;;RR;1,500.00;;
DM COMPOUND;;RR;1,500.00;;
ESTRELLA ST.;;RR;1,000.00;;
GREENLAND SUBD.;;RR;2,000.00;;
J. BASIG ST.;;RR;1,000.00;;
MADONNA HOMES;;RR;1,500.00;;
MATAHIMIK ST. (PAROLA);;RR;1,000.00;;
PAROLA ST.;;RR;1,000.00;;
ROSS ANN CMPD.;;RR;1,000.00;;
ST. CHRISTOPHER SUBD.;;RR;1,000.00;;
STA. CRUZ ST.;;RR;1,000.00;;
SUMMERGREEN SUBD.;;RR;2,000.00;;
ALL OTHER STREETS;;RR;1,000.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;STA. ROSA;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
BAYANIHAN SUBD;;RR;1,500.00;;
BUENAVILLE;;RR;2,000.00;;
CATALINO CRUZ ST.;;RR;1,000.00;;
FELIX AVE.;GRUAR RD - ORTIGAS  JUNCTION;RR;7,000.00;;
FELIX AVE.;;CR;7,000.00;;
GRUAR SUBD.;;RR;1,500.00;;
M.H. DEL PILAR ST.;;RR;1,000.00;;
ORTIGAS AVE.;SERG FOOD PRODUCT-SUNSET DRIVE;RR;10,000.00;;
ORTIGAS AVE.;;CR;10,000.00;;
P. BURGOS ST.;;RR;1,000.00;;
VIRLANE SUBD.;;RR;1,500.00;;
ALL OTHER STREETS;;RR;1,000.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;STO. DOMINGO;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
A. BONIFACIO AVE.;ORTIGAS JUNCTION - M.H. DEL PILAR;RR;6,000.00;;
A. BONIFACIO AVE.;;CR;6,000.00;;
CYPRESS SUBD.;;RR;1,500.00;;
E & L CMPD;;RR;1,500.00;;
ESLA HOMES;;RR;1,500.00;;
GRUAR SUBD.;;RR;1,500.00;;
KASIBULAN SUBD. I;;RR;1,500.00;;
MARICK SUBD.;;RR;1,500.00;;
ROD-FER CMPD.;;RR;1,500.00;;
STO. DOMINGO CMPD.;;RR;1,500.00;;
VILLAGE EAST;;RR;2,000.00;;
VISTA VERDE;;RR;2,000.00;;
ALL OTHER STREETS;;RR;1,500.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;STO. NIÑO;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
A. MABINI ST.;;RR;1,000.00;;
CATALINO C. CRUZ ST.;;RR;1,000.00;;
DON MARIANO SUBD.;;RR;1,500.00;;
JAVIER ST.;;RR;1,000.00;;
MAPANDAN ST. ROTC;;RR;1,000.00;;
MONTE VISTA PARK;;RR;2,000.00;;
ST. DOMINIC SUBD.;;RR;1,200.00;;
VALLEY VIEW ROYALE;;RR;2,000.00;;
YOUNGSTOWN VILLAGE;;RR;2,000.00;;
ALL OTHER STREETS;;RR;1,000.00;;
ALL OTHER STREETS;;GP;500.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;TALABA;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
FELIX AVENUE;;CR;7,000.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;TATLONG KAWAYAN;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
FELIX AVENUE;MARCOS HIWAY-CAINTA GREEN;CR;7,000.00;;
CITY/MUNICIPALITY:;CAINTA;;;;
BARANGAY:;ULILANG KAWAYAN;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
GREENWOOD SUBD;;RR;2,000.00;;
MERCEDES EXEC. SUBD.;;RR;2,000.00;;
PAG-IBIG HOUSING;;RR;1,500.00;;
ALL OTHER STREETS;;RR;1,500.00;;
ALL OTHER STREETS;;GP;800.00;;
CITY/MUNICIPALITY:;TAYTAY;;;;
BARANGAY:;DOLORES;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
ADHIKA ST.;;RR;700.00;;
BEVERLY HILLS SUBD. PH. I;;RR;1,000.00;;
BEVERLY HILLS SUBD. PH. II AND III;;RR;800.00;;
BLOOMING HILLS;;RR;600.00;;
B. PAG-ASA ST.;RIZAL AVENUE -  SAN MATEO ST;CR;2,000.00;;
B. PAG-ASA ST.;;RR;2,000.00;;
B. PAG-ASA ST.;S. MATEO-IBAÑEZ SUBD;RR;700.00;;
BUKAL;;RR;600.00;;
CABRERA ROAD;;RR;600.00;;
CIELITO HOMES (PART);;RR;1,200.00;;
CIUDAD GRANDE;;RR;1,000.00;;
CORTEZ ST.;;RR;600.00;;
C. VALLE ST.;;RR;600.00;;
DON ENRIQUE HEIGHTS;;RR;400.00;;
EXECUTIVE HILLS;;RR;800.00;;
FILINVEST SUBD. (HIGHLANDS POINTNE);;RR;700.00;;
GLENDALE SUBD.;;RR;900.00;;
GOLDEN CITY (VIRGINIA VALLEY);;RR;1,000.00;;
GONZAGA ST.;;RR;700.00;;
HALINA ST.;;RR;700.00;;
IBAÑEZ SUBD.;;RR;600.00;;
KADALAGAHAN ST.;;RR;1,500.00;;
KADALAGAHAN ST.;;CR;3,000.00;;
LEONARDO ST.;;RR;600.00;;
LIFE HOMES SUBD.;;RR;800.00;;
L. WOOD ST.;;RR;1,500.00;;
L. WOOD ST.;;CR;2,500.00;;
MAGANDA ST.;;RR;600.00;;
MAGILAS ST.;;RR;600.00;;
MAGILIW ST.;;RR;600.00;;
MAHARLIKA HILLS;;RR;600.00;;
MAHINHIN ST.;;RR;700.00;;
MAKISIG ST.;;RR;600.00;;
MALAYA ST.;;RR;700.00;;
MATIMTIMAN ST.;;RR;600.00;;
M. BORJA ST.;;RR;600.00;;
MLA. EAST ROAD;;CR;5,000.00;;
MLA. EAST ROAD;;RR;5,000.00;;
MONTEVISTA HEIGHTS;;RR;1,000.00;;
MORGA ST.;;RR;700.00;;
NAVAL ST.;;RR;700.00;;
NOEL'S VILLAGE;;RR;300.00;;
CITY/MUNICIPALITY:;TAYTAY;;;;
BARANGAY:;DOLORES (Continuation);;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
PALMERA HOMES (PART);;RR;1,200.00;;
PHILEC ROAD;PANTAYIN;RR;800.00;;
PINESVILLE SUBD.;;RR;800.00;;
PROV'L ROAD TO ANTIPOLO;;RR;1,200.00;;
PROV'L ROAD TO ANTIPOLO;;CR;2,250.00;;
RIZAL AVENUE;;RR;6,000.00;;
RIZAL AVENUE;;CR;6,000.00;;
SALAZAR ST.;;RR;700.00;;
SANTANA SUBD.;;RR;700.00;;
SESSION HILLS;;RR;300.00;;
SILAHIS ST.;;RR;700.00;;
SINAG-TALA ST.;;RR;600.00;;
S. MATEO ST.;;RR;700.00;;
STO. NIÑO ST.;;RR;600.00;;
SUMULONG ST.;;RR;1,500.00;;
SUMULONG ST.;;CR;3,000.00;;
TANAWAN ST.;;RR;600.00;;
TOWER HILLS (HILLCREST SUBD);;RR;1,000.00;;
TWENTY TO ONE SUBD.;;RR;700.00;;
ALL OTHER SUBD/ST;;RR;600.00;;
ALL OTHER SUBD/ST;;GP;250.00;;
CITY/MUNICIPALITY:;TAYTAY;;;;
BARANGAY:;MUZON;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
CIUDAD GRANDE (COSTA VILLA);;RR;700.00;;
DELA CUESTA ST.;;RR;700.00;;
HOMELAND SUBD.;;RR;700.00;;
ITAAS MUZON;;RR;600.00;;
ITALIA ST. EXT.;;RR;700.00;;
LAGUNDI;;RR;700.00;;
RIZAL AVE.;;RR;3,000.00;;
RIZAL AVE.;;CR;4,000.00;;
SAN FRANCISCO VILLAGE;;RR;700.00;;
SAN ISIDRO ST.;;RR;700.00;;
SAN MIGUEL COMPOUND;;RR;600.00;;
SAN MIGUEL ST.;;RR;700.00;;
TEACHER'S COMPOUND;;RR;600.00;;
VILLA ANGELINA SUBD. (DISPUTED);;RR;300.00;;
ALL OTHER SUBDIVISIONS;;RR;300.00;;
ALL OTHER SUBDIVISIONS;;GP;150.00;;
CITY/MUNICIPALITY:;TAYTAY;;;;
BARANGAY:;SAN ISIDRO;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
ADHIKA ST.;;RR;700.00;;
ADMIRAL VILLAGE;;RR;1,200.00;;
ALTA MONTE GREENS;;RR;800.00;;
BULACAN ST.;;RR;600.00;;
CIELITO HOMES 3 & 6;;RR;1,200.00;;
D. ESPIRITU ST.;;RR;700.00;;
DR. P. OCAMPO ST.;;RR;700.00;;
E. RODRIGUEZ AVE.;;CR;1,500.00;;
E. RODRIGUEZ AVE.;;RR;1,500.00;;
GREGORIA HEIGHTS;;RR;1,000.00;;
ISAGANI ST.;;RR;800.00;;
JANSSENVILLE SUBD.;;RR;500.00;;
J. ASILO ST.;;RR;700.00;;
JASMINE ST.;;RR;700.00;;
JAVIER ST.;;RR;700.00;;
LORENZO ST.;;RR;700.00;;
L. WOOD ST.;;RR;1,500.00;;
L. WOOD ST.;;CR;1,500.00;;
MA. CLARA ST.;;RR;800.00;;
MALAYA ST.;;RR;700.00;;
MASIGLA ST.;;RR;700.00;;
M. LOYOLA ST.;;RR;700.00;;
MONPERT HILLS;;RR;800.00;;
MORGA ST. (M.C. ISON);;RR;700.00;;
M.R.R. STATION;;RR;600.00;;
ORTIGAS AVE. EXT.;;RR;10,000.00;;
ORTIGAS AVE. EXT.;;CR;12,000.00;;
ORTIGAS GREENHEIGHTS;;RR;1,200.00;;
PALMERA HOMES 1 & 2;;RR;1,200.00;;
PALUMBARIT ST.;;RR;700.00;;
PINESVILLE SUBD.;;RR;800.00;;
RIDGEMONT EXC VILL.;;RR;2,000.00;;
RIZAL AVENUE;;RR;6,000.00;;
RIZAL AVENUE;;CR;7,000.00;;
SANVICTORES ST.;;RR;700.00;;
SUMULONG ST.;;RR;1,500.00;;
SUMULONG ST.;;CR;1,500.00;;
SUNRISE ST. (CMPD);;RR;600.00;;
ST. ANTHONY SUBD.;;RR;1,200.00;;
ST. MICHAEL SUBD.;;RR;1,000.00;;
TANCINGCO SUBD.;;RR;700.00;;
ALL OTHER ST;;RR;600.00;;
ALL OTHER ST;;GP;250.00;;
CITY/MUNICIPALITY:;TAYTAY;;;;
BARANGAY:;SAN JUAN;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
