RDO:;RDO NO. 40 - CUBAO QUEZON CITY;;;;
R. SOLIMAN;QUIRINO;RR;7,000.00;;
ALL OTHER STREETS;QUIRINO;RR;7,000.00;;
ALL OTHER STREETS;QUIRINO;CR;8,400.00;;
TOWNHOUSE (CCT);QUIRINO;RC;20,000.00;;
CONDOMINIUM;QUIRINO;RC;25,000.00;;
CONDOMINIUM;QUIRINO;CC;30,000.00;;
BARANGAY:;BAGUMBAYAN;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
ACROPOLIS SUBD;MURPHY;RR;25,000.00;;
ACROPOLIS SUBD;MURPHY;CR;30,000.00;;
CALLE OBRERO;MURPHY;RR;10,000.00;;
CALLE OBRERO;MURPHY;CR;11,000.00;;
CALLE OBRERO;MURPHY;I;10,000.00;;
CALLE OBRERO;MURPHY;APD;0.00;APD - NO. 52       N TO NE - MARIKINA RIVER  SE - CONCRETE AGGREGATE PROPERTY    S -  INDUSTRIA ST W -  E. RODRIGUEZ AVE.  NW - GENTEX & LOT 23 B-23;
E. RODRIGUEZ AVE.,JR.;MURPHY;CR;12,000.00;;
E. RODRIGUEZ AVE.,JR.;MURPHY;RR;10,000.00;;
E. RODRIGUEZ AVE.,JR.;MURPHY;I;11,000.00;;
E. RODRIGUEZ AVE.,JR.;MURPHY;APD;0.00;APD - NO. 52       N TO NE - MARIKINA RIVER  SE - CONCRETE AGGREGATE PROPERTY    S -  INDUSTRIA ST W -  E. RODRIGUEZ AVE.  NW - GENTEX & LOT 23 B-23;
INDUSTRIA;MURPHY;RR;6,000.00;;
INDUSTRIA;MURPHY;CR;8,000.00;;
INDUSTRIA;MURPHY;I;10,000.00;;
INDUSTRIA;MURPHY;APD;0.00;APD - NO. 52       N TO NE - MARIKINA RIVER  SE - CONCRETE AGGREGATE PROPERTY    S -  INDUSTRIA ST W -  E. RODRIGUEZ AVE.  NW - GENTEX & LOT 23 B-23;
J. M. BASA;MURPHY;RR;5,000.00;;
MERCURY AVENUE;MURPHY;RR;8,000.00;;
MERCURY AVENUE;MURPHY;CR;10,000.00;;
MERCURY AVENUE;MURPHY;I;10,000.00;;
ALL OTHER STREETS;MURPHY;RR;6,000.00;;
ALL OTHER STREETS;MURPHY;CR;7,200.00;;
TOWNHOUSE (CCT);MURPHY;RC;20,000.00;;
CONDOMINIUM;MURPHY;RC;25,000.00;;
CONDOMINIUM;MURPHY;CC;30,000.00;;
BARANGAY:;BAYANIHAN;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
J. P. RIZAL;QUIRINO;CR;9,000.00;;
J. P. RIZAL;QUIRINO;RR;8,000.00;;
KATIPUNAN AVENUE;QUIRINO;RR;8,000.00;;
;QUIRINO;CR;10,000.00;;
PELAEZ;QUIRINO;RR;7,000.00;;
R. MATANDA;QUIRINO;RR;7,000.00;;
SANTOLAN ROAD;QUIRINO;CR;12,000.00;;
;QUIRINO;RR;10,000.00;;
ALL OTHER STREETS;QUIRINO;RR;7,000.00;;
ALL OTHER STREETS;QUIRINO;CR;8,400.00;;
TOWNHOUSE (CCT);QUIRINO;RC;20,000.00;;
CONDOMINIUM;QUIRINO;RC;25,000.00;;
CONDOMINIUM;QUIRINO;CC;30,000.00;;
BARANGAY:;BLUERIDGE A;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
CLIFF DRIVE;QUIRINO;RR;8,000.00;;
CRESTLINE;QUIRINO;RR;8,000.00;;
HIGHLAND DRIVE;QUIRINO;RR;8,000.00;;
HILLSIDE LANE;QUIRINO;RR;8,000.00;;
HILLSIDE LOOP;QUIRINO;RR;8,000.00;;
KATIPUNAN AVENUE;QUIRINO;RR;8,000.00;;
KATIPUNAN AVENUE;QUIRINO;CR;10,000.00;;
SANTOLAN RD (B. SERRANO AVE.);;RR;8,000.00;;
ALL OTHER STREETS;QUIRINO;RR;8,000.00;;
ALL OTHER STREETS;QUIRINO;CR;9,600.00;;
TOWNHOUSE (CCT);QUIRINO;RC;20,000.00;;
CONDOMINIUM;QUIRINO;RC;25,000.00;;
CONDOMINIUM;QUIRINO;CC;30,000.00;;
CONDOMINIUM;QUIRINO;;;;
BARANGAY:;BLUERIDGE B;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
COMETS LOOPS;QUIRINO;RR;7,000.00;;
EVENING GLOW;QUIRINO;RR;7,000.00;;
HILLSIDE DRIVE;QUIRINO;RR;7,000.00;;
MILKY WAY;QUIRINO;RR;7,000.00;;
MOONLIGHT;QUIRINO;RR;7,000.00;;
PROMENADE LANE;QUIRINO;RR;7,000.00;;
RIVERVIEW;QUIRINO;RR;7,000.00;;
SANTOLAN ROAD (B. SERRANO AVE.);;RR;7,000.00;;
STARLINE;QUIRINO;RR;7,000.00;;
TWINPEAK;QUIRINO;RR;7,000.00;;
ALL OTHER STREETS;QUIRINO;RR;7,000.00;;
ALL OTHER STREETS;QUIRINO;CR;8,400.00;;
TOWNHOUSE (CCT);QUIRINO;RC;20,000.00;;
CONDOMINIUM;QUIRINO;RC;25,000.00;;
CONDOMINIUM;QUIRINO;CC;30,000.00;;
BARANGAY:;CAMP AGUINALDO;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
ALL AREAS;MURPHY;GL;0.00;GOVERNMENT LAND;
ALL AREAS;MURPHY;;;;
BARANGAY:;CLARO;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
ACACIA;QUIRINO;RR;6,000.00;;
AGUHO;QUIRINO;RR;6,000.00;;
ALMACIGA;QUIRINO;RR;6,000.00;;
ALMON;QUIRINO;RR;6,000.00;;
AMAYAN;QUIRINO;RR;6,000.00;;
AMUGIS;QUIRINO;RR;6,000.00;;
ANISLAG;QUIRINO;RR;6,000.00;;
ANOBING;QUIRINO;RR;6,000.00;;
APITONG;QUIRINO;RR;6,000.00;;
ARANGA;QUIRINO;RR;6,000.00;;
IPIL;QUIRINO;RR;6,000.00;;
ALL OTHER STREETS;QUIRINO;RR;6,000.00;;
ALL OTHER STREETS;QUIRINO;CR;7,200.00;;
TOWNHOUSE (CCT);QUIRINO;RC;20,000.00;;
CONDOMINIUM;QUIRINO;RC;25,000.00;;
CONDOMINIUM;QUIRINO;CC;30,000.00;;
BARANGAY:;DIOQUINO ZOBEL;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
D. SILANG;QUIRINO;RR;7,000.00;;
DIOQUINO COMPOUND;QUIRINO;RR;7,000.00;;
GEN. LIZARDO;QUIRINO;RR;7,000.00;;
20TH AVENUE;QUIRINO;RR;8,000.00;;
20TH AVENUE;QUIRINO;CR;9,000.00;;
ZOBEL;QUIRINO;RR;7,000.00;;
ALL OTHER STREETS;QUIRINO;RR;7,000.00;;
ALL OTHER STREETS;QUIRINO;CR;8,400.00;;
TOWNHOUSE (CCT);QUIRINO;RC;20,000.00;;
CONDOMINIUM;QUIRINO;RC;25,000.00;;
CONDOMINIUM;QUIRINO;CC;30,000.00;;
BARANGAY:;DUYAN-DUYAN;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
AURORA BLVD.;QUIRINO 3;RR;20,000.00;;
AURORA BLVD.;QUIRINO 3;CR;25,000.00;;
AMAYAN;QUIRINO 3;RR;6,000.00;;
BATINO;QUIRINO 3;RR;6,000.00;;
DAPDAP;QUIRINO 3;RR;6,000.00;;
GUIJO;QUIRINO 3;RR;6,000.00;;
IPIL;QUIRINO 3;RR;6,000.00;;
KALANTAS;QUIRINO 3;RR;6,000.00;;
KAMAGONG;QUIRINO 3;RR;6,000.00;;
LAUAN;QUIRINO 3;RR;6,000.00;;
MOLAVE;QUIRINO 3;RR;7,000.00;;
MOLAVE;QUIRINO 3;CR;8,000.00;;
NARRA;QUIRINO 3;RR;6,000.00;;
TINDALO;QUIRINO 3;RR;6,000.00;;
ALL OTHER STREETS;QUIRINO 3;RR;6,000.00;;
ALL OTHER STREETS;QUIRINO 3;CR;7,200.00;;
TOWNHOUSE (CCT);QUIRINO 3;RC;20,000.00;;
CONDOMINIUM;QUIRINO 3;RC;25,000.00;;
CONDOMINIUM;QUIRINO 3;CC;30,000.00;;
BARANGAY:;EULOGIO RODRIGUEZ;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
AURORA BLVD.;EDSA - 15TH AVENUE;CR;30,000.00;;
AURORA BLVD.;EDSA - 15TH AVENUE;RR;20,000.00;;
ANNAPOLIS;CUBAO;RR;10,000.00;;
CAMPBRIDGE;CUBAO;RR;10,000.00;;
COLUMBIA;CUBAO;RR;10,000.00;;
E.GARCIA (MINNESOTA);CUBAO;CR;15,000.00;;
E.GARCIA (MINNESOTA);CUBAO;RR;12,000.00;;
EDSA;BRIDGE - NEPA Q MART;CR;30,000.00;;
15TH AVENUE;CUBAO;RR;10,000.00;;
15TH AVENUE;CUBAO;CR;12,000.00;;
HARVARD;CUBAO;RR;10,000.00;;
IMPERIAL;CUBAO;RR;10,000.00;;
LA SALLE;CUBAO;RR;10,000.00;;
MIAMI;CUBAO;RR;10,000.00;;
MONTREAL;CUBAO;RR;10,000.00;;
NEW YORK;CUBAO;RR;12,000.00;;
NEW YORK;CUBAO;CR;15,000.00;;
OXFORD;CUBAO;RR;10,000.00;;
PURDUE;CUBAO;RR;10,000.00;;
STANDFORD;CUBAO;RR;10,000.00;;
WEST POINT;CUBAO;RR;10,000.00;;
YALE;CUBAO;RR;12,000.00;;
YALE;CUBAO;CR;13,000.00;;
ALL OTHER STREETS;CUBAO;RR;10,000.00;;
ALL OTHER STREETS;CUBAO;CR;12,000.00;;
TOWNHOUSE (CCT);CUBAO;RC;20,000.00;;
CONDOMINIUM;CUBAO;RC;25,000.00;;
CONDOMINIUM;CUBAO;CC;30,000.00;;
BARANGAY:;ESCOPA I TO IV;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
ESCOPA I  - IV;QUIRINO;RR;5,000.00;;
ESCOPA I  - IV;QUIRINO;CR;6,000.00;;
ESCOPA I  - IV;QUIRINO;APD;0.00;APD - NO. 24       N - L. AGUDO NORTHWARD TO PONCE ST. THEN SOUTHWARD TO BURGOS ST.             THRU AN UNNAMED FOOTPATH (DIRECTLY FRONTING THE MSSD OFFICE) THEN ALONG P. BURGOS AND FINALLY, EASTWARD ALONG THE MSSD NORTH PROPERTY LINE UP TO THE QUEZON CITY-MARIKINA BOUNDARY        E -  QUEZON CITY - MARIKINA BOUNDARY  S -  P. TUASON ST. HORIZONTALLY EXTENDING TO THE QUEZON CITY -  MARIKINA BOUNDARY  W - J. P. RIZAL STREET;
ESCOPA I  - IV;QUIRINO;;;;
BARANGAY:;HORSESHOE;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
N. DOMINGO;CUBAO;RR;10,000.00;;
N. DOMINGO;CUBAO;CR;12,000.00;;
HILL TOP;CUBAO;RR;9,000.00;;
HORSESHOE DRIVE;CUBAO;RR;9,000.00;;
ST. LUKES;CUBAO;RR;9,000.00;;
ST. PAUL;CUBAO;RR;9,000.00;;
VALENTINA DRIVE;CUBAO;RR;9,000.00;;
ALL OTHER STREETS;CUBAO;RR;9,000.00;;
ALL OTHER STREETS;CUBAO;CR;10,800.00;;
TOWNHOUSE (CCT);CUBAO;RC;20,000.00;;
CONDOMINIUM;CUBAO;RC;25,000.00;;
CONDOMINIUM;CUBAO;CC;30,000.00;;
BARANGAY:;IMMACULATE CONCEPCION;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
AURORA BOULEVARD;ROSARIO - EDSA;CR;30,000.00;;
ACACIA;CUBAO - NEW MANILA;RR;10,000.00;;
ARIZONA;;RR;10,000.00;;
BALETE;;RR;11,000.00;;
BOSTON;;RR;10,000.00;;
BOUGAINVILLA;;RR;10,000.00;;
BROOKLYN;;RR;10,000.00;;
CAMPANILLA;;RR;10,000.00;;
CANNON ROAD;;RR;10,000.00;;
DAMA DE NOCHE;;RR;10,000.00;;
EDSA;AURORA BLVD - NEW YORK;CR;30,000.00;;
E.RODRIGUEZ (ESPANA EXT);K8TH - A. BLVD;CR;20,000.00;;
E.RODRIGUEZ (ESPANA EXT);K8TH - A. BLVD;RR;15,000.00;;
E.RODRIGUEZ (ESPANA EXT);K8TH - A. BLVD;APD;0.00;APD - No. 62-77 LANTANA IMMACULATE CONCEPCION                     NE - RODRIGUEZ SR. AVE                      SE -  ARIZONA ST                        SW -  LANTANA ST.                        NW -  NEW YORK ST., VANCOUVER;
HIBISCUS;CUBAO;RR;8,000.00;;
ILANG-ILANG;CUBAO;RR;8,000.00;;
LANTANA;CUBAO;RR;8,000.00;;
LOS ANGELES;CUBAO;RR;8,000.00;;
MABOLO;CUBAO;RR;8,000.00;;
MANGA;CUBAO;RR;8,000.00;;
MANHATTAN;CUBAO;RR;8,000.00;;
MONTE DE PIEDAD;CUBAO;RR;8,000.00;;
NEW YORK;CUBAO;RR;12,000.00;;
NEW YORK;CUBAO;CR;15,000.00;;
POINSETTIA;CUBAO;RR;8,000.00;;
ROSARIO DRIVE;CUBAO;RR;8,000.00;;
SAMPAGUITA;CUBAO;RR;8,000.00;;
SPENCER;CUBAO;RR;8,000.00;;
SPENCER HEIGHTS;CUBAO;RR;8,000.00;;
SCHOOL ROAD;CUBAO;RR;8,000.00;;
ST. MICHAEL;CUBAO;RR;8,000.00;;
ST. WILLIAM;CUBAO;RR;8,000.00;;
VALLEY ROAD;CUBAO;RR;8,000.00;;
VANCOUVER;CUBAO;RR;8,000.00;;
ALL OTHER STREETS;CUBAO;RR;8,000.00;;
ALL OTHER STREETS;CUBAO;CR;9,600.00;;
TOWNHOUSE (CCT);CUBAO;RC;20,000.00;;
CONDOMINIUM;CUBAO;RC;25,000.00;;
CONDOMINIUM;CUBAO;CC;30,000.00;;
BARANGAY:;KAMIAS (EAST);;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
KAMIAS ROAD;KAMIAS;RR;12,000.00;;
KAMIAS ROAD;KAMIAS;CR;15,000.00;;
K-6TH - K-11TH STREET;KAMIAS;RR;8,000.00;;
KASING-KASING;KAMIAS;RR;8,000.00;;
ALL OTHER STREETS;KAMIAS;RR;8,000.00;;
ALL OTHER STREETS;KAMIAS;CR;9,600.00;;
TOWNHOUSE (CCT);KAMIAS;RC;20,000.00;;
CONDOMINIUM;KAMIAS;RC;25,000.00;;
CONDOMINIUM;KAMIAS;CC;30,000.00;;
CONDOMINIUM;KAMIAS;;;;
BARANGAY:;KAMIAS (WEST);;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
EDSA;KAMIAS;CR;30,000.00;;
KAMIAS ROAD;KAMIAS;RR;12,000.00;;
KAMIAS ROAD;KAMIAS;CR;15,000.00;;
COL. SALGADO;KAMIAS;RR;8,000.00;;
K-G;KAMIAS;RR;8,000.00;;
K-H;KAMIAS;RR;8,000.00;;
K-6TH -K10TH ST;KAMIAS;RR;8,000.00;;
ALL OTHER STREETS;KAMIAS;RR;8,000.00;;
ALL OTHER STREETS;KAMIAS;CR;9,600.00;;
TOWNHOUSE (CCT);KAMIAS;RC;20,000.00;;
CONDOMINIUM;KAMIAS;RC;25,000.00;;
CONDOMINIUM;KAMIAS;CC;30,000.00;;
BARANGAY:;KAUNLARAN;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
AURORA BOULEVARD;CUBAO;CR;25,000.00;;
ARAYAT;CUBAO;RR;8,000.00;;
ARAYAT;CUBAO;CR;10,000.00;;
BATAY;CUBAO;RR;8,000.00;;
BANAHAW;CUBAO;RR;8,000.00;;
CRISTOBAL;CUBAO;RR;8,000.00;;
DRIOD;CUBAO;RR;8,000.00;;
EDSA;CUBAO;CR;30,000.00;;
C. BENITEZ;CUBAO;RR;8,000.00;;
MAKILING;CUBAO;RR;8,000.00;;
N. DOMINGO;CUBAO;RR;10,000.00;;
N. DOMINGO;CUBAO;CR;12,000.00;;
NATIB;CUBAO;RR;8,000.00;;
P. TUASON;CUBAO;RR;10,000.00;;
P. TUASON;CUBAO;CR;20,000.00;;
PINATUBO;CUBAO;RR;8,000.00;;
ST. JOHN;CUBAO;RR;6,000.00;;
ALL OTHER STREETS;CUBAO;RR;6,000.00;;
ALL OTHER STREETS;CUBAO;CR;7,200.00;;
TOWNHOUSE (CCT);CUBAO;RC;20,000.00;;
CONDOMINIUM;CUBAO;RC;25,000.00;;
CONDOMINIUM;CUBAO;CC;30,000.00;;
BARANGAY:;LIBIS;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
B.SERRANO (SANTOLAN);MURPHY;RR;8,000.00;;
B.SERRANO (SANTOLAN);MURPHY;CR;10,000.00;;
B.SERRANO (SANTOLAN);MURPHY;APD;0.00;APD - NO. 47 LIBIS  NW - SANTOLAN ROAD   E -  MARIKINA RIVER SE - UNNAMED CREEK  SW -  E. RODRIGUEZ AVENUE TO ASTORIA THROUGH ORTIGAS PROPERTY THEN NORTHWARD TO RIVERA ST. UP TO SANTOLAN ROAD.  APD - NO. 48 SIDE OF 51ST ENGINEERING BRIGADE-LIBIS         N  -  QUEZON CITY/MARIKINA BOUNDARY (UNNAMED CREEK)           E -  MARIKINA RIVER  S -  RIVERVIEW DRIVE EXTENSION FROM MARIANA RIVER  W - RIVERVIEW DRIVE;
E. RODRIGUEZ JR.AVE.;MURPHY;CR;12,000.00;;
E. RODRIGUEZ JR.AVE.;MURPHY;RR;8,000.00;;
ALL OTHER STREETS;MURPHY;RR;7,000.00;;
ALL OTHER STREETS;MURPHY;CR;8,400.00;;
TOWNHOUSE (CCT);MURPHY;RC;20,000.00;;
CONDOMINIUM;MURPHY;RC;25,000.00;;
CONDOMINIUM;MURPHY;CC;30,000.00;;
CONDOMINIUM;MURPHY;;;;
CONDOMINIUM;MURPHY;;;;
BARANGAY:;MANGGA;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
AURORA BOULEVARD;QUIRINO;CR;25,000.00;;
AURORA BOULEVARD;QUIRINO;I;23,000.00;;
20TH AVENUE;QUIRINO;CR;12,000.00;;
20TH AVENUE;QUIRINO;I;10,000.00;;
20TH AVENUE;QUIRINO;RR;8,000.00;;
ALL OTHER STREETS;QUIRINO;RR;8,000.00;;
ALL OTHER STREETS;QUIRINO;CR;9,600.00;;
TOWNHOUSE (CCT);QUIRINO;RC;20,000.00;;
CONDOMINIUM;QUIRINO;RC;25,000.00;;
CONDOMINIUM;QUIRINO;CC;30,000.00;;
BARANGAY:;MARILAG;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
AURORA BOULEVARD;QUIRINO 4;CR;25,000.00;;
AURORA BOULEVARD;QUIRINO 4;X;20,000.00;;
A. LUNA;QUIRINO 4;RR;7,000.00;;
A. NOVALES;QUIRINO 4;RR;7,000.00;;
ACUNA;QUIRINO 4;RR;7,000.00;;
AGUINALDO;QUIRINO 4;RR;7,000.00;;
ALIMUNDIN;QUIRINO 4;RR;7,000.00;;
CALDERON;QUIRINO 4;RR;7,000.00;;
CAMERINO;QUIRINO 4;RR;7,000.00;;
CASTILLO;QUIRINO 4;RR;7,000.00;;
D. SILANG;QUIRINO 4;RR;7,000.00;;
D. SUMAKWEL;QUIRINO 4;RR;7,000.00;;
DE LEGASPI;QUIRINO 4;RR;7,000.00;;
ELADIA;QUIRINO 4;RR;7,000.00;;
J. BURGOS;QUIRINO 4;RR;7,000.00;;
J. JUGO;QUIRINO 4;RR;7,000.00;;
J. LAUREL;QUIRINO 4;RR;7,000.00;;
J. OCAMPO;QUIRINO 4;RR;7,000.00;;
J. PEREZ;QUIRINO 4;RR;7,000.00;;
J. P. RIZAL;QUIRINO 4;RR;9,000.00;;
J. P. RIZAL;QUIRINO 4;CR;10,000.00;;
LAKANDULA;QUIRINO 4;RR;7,000.00;;
M. SALAMAT;QUIRINO 4;RR;7,000.00;;
MALONG;QUIRINO 4;RR;7,000.00;;
M. PAUZA;QUIRINO 4;RR;7,000.00;;
OCAMPO;QUIRINO 4;RR;7,000.00;;
P. TUASON;QUIRINO 4;RR;8,000.00;;
P. TUASON;QUIRINO 4;CR;12,000.00;;
ALL OTHER STREETS;QUIRINO 4;RR;7,000.00;;
ALL OTHER STREETS;QUIRINO 4;CR;8,400.00;;
TOWNHOUSE (CCT);QUIRINO 4;RC;20,000.00;;
CONDOMINIUM;QUIRINO 4;RC;25,000.00;;
CONDOMINIUM;QUIRINO 4;CC;30,000.00;;
BARANGAY:;MASAGANA;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
D. SILANG;QUIRINO 4;RR;7,000.00;;
J. P. RIZAL;QUIRINO 4;RR;9,000.00;;
J. P. RIZAL;QUIRINO 4;CR;10,000.00;;
J. PEREZ;QUIRINO 4;RR;7,000.00;;
J. ZOBEL;QUIRINO 4;RR;7,000.00;;
M. INOCENCIO;QUIRINO 4;RR;7,000.00;;
CONCHU;QUIRINO 4;RR;7,000.00;;
GEN. ARELLANO;QUIRINO 4;RR;7,000.00;;
GEN. SANTOS;QUIRINO 4;RR;7,000.00;;
KALANTIAO;QUIRINO 4;RR;7,000.00;;
LUCIANO;QUIRINO 4;RR;7,000.00;;
RIGOR;QUIRINO 4;RR;7,000.00;;
ALL OTHER STREETS;QUIRINO 4;RR;7,000.00;;
ALL OTHER STREETS;QUIRINO 4;CR;8,400.00;;
TOWNHOUSE (CCT);QUIRINO 4;RC;20,000.00;;
CONDOMINIUM;QUIRINO 4;RC;25,000.00;;
CONDOMINIUM;QUIRINO 4;CC;30,000.00;;
BARANGAY:;MILAGROSA;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
ALIMUDIN;QUIRINO 4;RR;7,000.00;;
ALVAREZ;QUIRINO 4;RR;7,000.00;;
BELARMINO;QUIRINO 4;RR;7,000.00;;
BURGOS;QUIRINO 4;RR;7,000.00;;
CALDERON;QUIRINO 4;RR;7,000.00;;
CAMERINO;QUIRINO 4;RR;7,000.00;;
DELA PAZ;QUIRINO 4;RR;7,000.00;;
F. SALALILLA;QUIRINO 4;RR;7,000.00;;
FELIPE;QUIRINO 4;RR;7,000.00;;
GARCIA;QUIRINO 4;RR;7,000.00;;
J. OCAMPO;QUIRINO 4;RR;7,000.00;;
J. P. RIZAL;QUIRINO 4;RR;9,000.00;;
J. P. RIZAL;QUIRINO 4;CR;10,000.00;;
KALANTIAO;QUIRINO 4;RR;7,000.00;;
LAKANDULA;QUIRINO 4;RR;7,000.00;;
LEGASPI;QUIRINO 4;RR;7,000.00;;
M. GREGORIO;QUIRINO 4;RR;7,000.00;;
M. MASCARDO;QUIRINO 4;RR;7,000.00;;
P. TUASON;QUIRINO 4;RR;8,000.00;;
P. TUASON;QUIRINO 4;CR;12,000.00;;
POBLETE;QUIRINO 4;RR;8,000.00;;
R. MATANDA;QUIRINO 4;RR;7,000.00;;
R. SOLIMAN;QUIRINO 4;RR;7,000.00;;
REYES;QUIRINO 4;RR;7,000.00;;
T. TIRONA;QUIRINO 4;RR;7,000.00;;
ALL OTHER STREETS;QUIRINO 4;RR;7,000.00;;
ALL OTHER STREETS;QUIRINO 4;CR;8,400.00;;
TOWNHOUSE (CCT);QUIRINO 4;RC;20,000.00;;
